gene_id	s001_Line1_0g_repeat	s002_Line1_0g_repeat	s003_Line1_0g_repeat	s004_Line1_1g_repeat	s005_Line1_1g_repeat	s006_Line1_1g_repeat	s007_Line1_ground_repeat	s008_Line1_ground_repeat	s009_Line1_ground_repeat
ENSG00000233351	0	0	0	0	0	0	0	0	0
ENSG00000233352	0	0	0	0	0	0	0	0	0
ENSG00000233353	0	0	0	0	0	0	0	0	0
ENSG00000233354	0	0	3	1	0	0	0	0	0
ENSG00000233355	0	0	4	0	0	1	0	0	17
ENSG00000233357	0	0	0	0	0	0	0	0	0
ENSG00000233358	0	0	0	0	0	0	0	0	0
ENSG00000233359	0	0	0	0	0	0	0	0	0
ENSG00000233360	0	3	4	1	4	13	6	0	5
ENSG00000233363	0	0	0	0	0	0	0	0	0
ENSG00000233365	0	0	0	1	0	0	0	0	0
ENSG00000233366	0	0	0	0	0	5	1	0	0
ENSG00000233367	0	0	0	1	0	0	0	0	0
ENSG00000233369	73	98	142	117	205	169	183	191	224
ENSG00000233370	0	0	0	0	0	0	2	0	1
ENSG00000233372	0	0	1	0	0	1	0	0	0
ENSG00000233376	0	0	0	0	0	0	0	0	0
ENSG00000233377	0	0	0	0	0	0	0	0	0
ENSG00000233378	0	0	0	0	0	0	0	0	0
ENSG00000233379	0	0	0	0	5	0	0	0	0
ENSG00000233380	1	5	4	2	1	1	0	4	1
ENSG00000233381	0	0	0	0	0	0	0	0	0
ENSG00000233382	12	11	4	10	73	54	0	21	16
ENSG00000233383	0	0	0	0	1	0	0	0	0
ENSG00000233384	0	2	1	2	1	0	0	0	2
ENSG00000233385	0	0	0	2	0	0	0	0	0
ENSG00000233387	0	0	0	0	0	0	0	0	0
ENSG00000233388	0	0	0	0	0	0	0	1	0
ENSG00000233392	0	0	0	3	0	1	0	0	0
ENSG00000233393	0	0	4	0	0	1	0	0	0
ENSG00000233395	0	0	0	0	0	2	0	0	0
ENSG00000233396	12	22	28	18	17	13	33	14	36
ENSG00000233397	0	0	1	1	0	0	0	0	0
ENSG00000233399	0	0	2	0	0	0	0	0	0
ENSG00000233401	0	0	1	0	0	4	1	0	0
ENSG00000233402	0	0	0	0	0	0	1	0	0
ENSG00000233403	0	0	0	0	0	0	0	0	0
ENSG00000233405	0	0	0	0	0	0	0	0	0
ENSG00000233406	1	0	4	0	6	4	2	0	0
ENSG00000233407	0	0	0	0	0	0	0	0	0
ENSG00000233408	0	0	0	0	0	0	0	0	0
ENSG00000233409	0	0	1	0	0	0	0	0	0
ENSG00000233410	0	0	0	1	0	0	1	0	0
ENSG00000233411	0	0	0	0	0	0	0	1	0
ENSG00000233412	0	0	0	0	0	0	0	0	0
ENSG00000233415	0	0	0	0	0	0	0	0	0
ENSG00000233416	0	1	0	0	0	0	0	0	0
ENSG00000233417	0	0	0	0	0	0	0	0	0
ENSG00000233419	0	0	0	7	0	0	0	0	0
ENSG00000233420	0	0	0	0	0	0	0	0	0
ENSG00000233421	0	9	2	4	19	3	3	0	7
ENSG00000233423	0	0	0	0	0	0	0	0	0
ENSG00000233424	0	0	0	0	0	0	0	0	0
ENSG00000233425	0	0	0	2	0	0	0	0	0
ENSG00000233426	16	39	70	40	61	60	45	26	72
ENSG00000233427	0	0	0	4	0	0	6	0	0
ENSG00000233428	0	0	0	0	0	0	0	0	0
ENSG00000233429	0	0	0	7	0	0	0	0	0
ENSG00000233430	0	0	0	0	0	0	0	0	0
ENSG00000233431	0	0	0	0	0	1	0	0	0
ENSG00000233432	1	0	2	0	0	0	0	0	0
ENSG00000233433	0	0	0	0	0	0	0	0	0
ENSG00000233435	0	2	0	0	0	0	0	0	0
ENSG00000233436	3	3	16	9	0	17	0	0	0
ENSG00000233437	0	0	0	0	0	0	0	0	0
ENSG00000233438	0	0	1	1	2	2	0	0	0
ENSG00000233440	0	0	0	0	0	0	0	0	0
ENSG00000233441	0	0	3	1	0	0	0	0	0
ENSG00000233442	0	0	0	0	0	0	0	0	0
ENSG00000233444	0	0	0	0	0	0	0	0	0
ENSG00000233445	0	0	0	0	0	0	0	0	0
ENSG00000233446	0	0	0	1	0	0	0	0	0
ENSG00000233447	0	0	1	0	0	0	0	0	0
ENSG00000233448	0	0	0	0	0	0	0	0	0
ENSG00000233449	0	0	0	0	0	0	0	0	0
ENSG00000233451	0	0	0	0	0	0	0	0	0
ENSG00000233452	0	0	4	5	8	3	11	0	21
ENSG00000233454	0	0	0	1	0	0	0	0	0
ENSG00000233455	0	0	0	0	0	1	0	0	0
ENSG00000233456	0	0	0	0	0	0	0	0	0
ENSG00000233457	0	0	0	0	0	0	0	0	0
ENSG00000233459	3	0	1	0	1	0	0	1	0
ENSG00000233460	0	0	0	0	0	0	0	0	0
ENSG00000233461	35	66	82	42	62	75	45	50	59
ENSG00000233464	0	0	0	0	0	0	0	0	0
ENSG00000233467	1	1	1	0	0	2	0	0	1
ENSG00000233469	0	0	0	1	0	0	0	0	0
ENSG00000233470	0	0	2	0	0	0	0	0	0
ENSG00000233471	0	0	0	1	0	0	0	0	0
ENSG00000233472	0	0	0	0	0	0	0	0	0
ENSG00000233473	0	0	0	0	0	0	0	0	0
ENSG00000233476	3	7	1	3	6	3	0	4	8
ENSG00000233477	0	0	0	0	0	0	0	0	0
ENSG00000233478	0	0	0	0	0	0	0	0	9
ENSG00000233479	0	0	0	2	0	0	0	0	0
ENSG00000233480	0	0	0	2	0	0	0	0	0
ENSG00000233482	0	0	0	0	0	0	0	0	0
ENSG00000233483	11	24	19	8	18	10	5	28	8
ENSG00000233484	0	0	0	0	0	0	0	0	0
ENSG00000233485	0	0	0	0	0	0	0	0	0
ENSG00000233487	0	0	0	5	0	0	0	0	0
ENSG00000233489	0	0	0	0	0	0	0	0	0
ENSG00000233491	0	0	2	0	0	1	0	0	0
ENSG00000233492	0	0	0	0	0	0	0	0	0
ENSG00000233493	12	16	27	9	17	8	6	25	17
ENSG00000233494	0	0	0	0	0	0	0	0	0
ENSG00000233496	0	0	1	0	0	0	0	0	0
ENSG00000233497	0	0	0	0	0	0	0	0	0
ENSG00000233499	0	0	0	0	0	0	0	0	0
ENSG00000233502	0	0	0	0	0	0	0	0	0
ENSG00000233503	0	1	0	1	0	4	0	0	0
ENSG00000233508	0	0	0	0	0	0	0	0	0
ENSG00000233509	7	19	20	1	3	15	12	8	18
ENSG00000233511	0	0	0	0	0	0	2	0	0
ENSG00000233514	1	1	0	0	2	0	6	0	1
ENSG00000233515	0	0	0	1	0	0	0	0	0
ENSG00000233516	0	0	0	0	0	0	0	0	0
ENSG00000233517	0	0	0	0	0	0	0	0	0
ENSG00000233518	0	0	0	0	0	0	0	0	0
ENSG00000233519	0	0	1	1	0	0	1	0	0
ENSG00000233521	3	0	0	0	0	16	0	0	0
ENSG00000233522	0	0	0	0	0	0	0	0	0
ENSG00000233523	0	0	0	0	0	1	0	0	0
ENSG00000233524	0	0	0	0	0	0	0	0	0
ENSG00000233526	0	0	0	0	0	0	0	0	0
ENSG00000233527	30	37	70	88	54	61	75	40	64
ENSG00000233528	0	0	1	0	0	1	0	0	0
ENSG00000233529	0	0	0	0	0	0	0	0	0
ENSG00000233531	0	0	0	0	0	2	0	0	0
ENSG00000233532	0	0	0	3	0	0	0	0	0
ENSG00000233533	0	0	0	0	0	0	0	0	0
ENSG00000233534	0	0	0	0	0	0	0	0	0
ENSG00000233535	0	0	0	1	0	0	0	0	0
ENSG00000233536	0	0	0	0	0	0	0	0	0
ENSG00000233537	0	0	0	0	0	0	0	0	0
ENSG00000233538	0	0	0	1	0	0	0	0	5
ENSG00000233539	0	0	0	0	0	0	0	0	0
ENSG00000233540	0	0	0	0	0	0	0	0	0
ENSG00000233541	0	0	0	0	0	0	0	0	0
ENSG00000233542	0	0	0	0	0	0	0	0	0
ENSG00000233543	0	0	1	0	0	1	0	0	0
ENSG00000233544	0	0	0	0	0	0	0	0	0
ENSG00000233545	0	0	0	0	0	0	0	0	0
ENSG00000233546	0	0	0	0	0	0	0	0	0
ENSG00000233547	0	0	0	0	0	0	0	0	2
ENSG00000233548	0	0	1	0	0	0	0	0	0
ENSG00000233549	0	0	0	0	0	0	0	0	0
ENSG00000233550	0	0	0	0	0	0	0	0	0
ENSG00000233551	0	0	0	0	0	0	0	0	0
ENSG00000233553	0	0	1	0	0	0	0	0	0
ENSG00000233554	10	20	53	19	29	48	2	4	22
ENSG00000233555	0	0	0	0	0	0	0	0	0
ENSG00000233557	0	0	0	0	0	0	0	0	0
ENSG00000233558	2	0	1	0	2	2	1	2	8
ENSG00000233559	0	0	2	6	0	15	0	4	0
ENSG00000233560	2	0	0	2	0	2	0	0	0
ENSG00000233562	0	0	0	0	0	0	0	0	0
ENSG00000233563	0	0	0	0	0	0	0	0	0
ENSG00000233565	0	0	0	0	0	0	0	0	0
ENSG00000233569	0	0	0	0	0	0	0	0	0
ENSG00000233570	0	0	1	0	0	0	0	1	0
ENSG00000233571	0	0	0	3	0	0	0	0	0
ENSG00000233574	0	0	0	0	0	0	0	0	0
ENSG00000233575	0	0	0	0	0	0	0	0	0
ENSG00000233576	0	0	0	0	0	0	0	0	0
ENSG00000233577	0	0	0	0	0	3	6	4	0
ENSG00000233578	0	2	0	0	0	0	0	6	0
ENSG00000233579	0	0	2	0	1	5	0	0	0
ENSG00000233581	0	0	0	0	0	0	0	0	0
ENSG00000233583	0	0	0	0	0	0	0	0	0
ENSG00000233585	4	12	5	5	15	15	17	6	14
ENSG00000233586	0	1	0	0	0	0	0	1	0
ENSG00000233587	0	0	0	0	0	0	0	0	0
ENSG00000233588	3	3	4	6	2	3	5	2	3
ENSG00000233589	0	0	0	0	3	0	0	0	0
ENSG00000233590	0	0	0	0	0	0	0	0	0
ENSG00000233593	10	17	44	30	60	34	48	38	31
ENSG00000233594	0	0	0	0	0	0	1	1	0
ENSG00000233595	0	0	0	0	0	0	0	0	0
ENSG00000233597	0	0	4	6	0	0	0	0	0
ENSG00000233601	3	2	0	0	0	1	0	0	0
ENSG00000233602	0	0	0	0	4	0	1	0	2
ENSG00000233603	0	0	1	0	0	0	0	0	0
ENSG00000233605	0	0	0	0	0	0	0	0	0
ENSG00000233606	0	0	0	0	0	0	0	0	0
ENSG00000233607	0	0	0	0	0	0	0	0	0
ENSG00000233608	1	0	0	3	4	9	0	0	1
ENSG00000233609	0	0	6	1	0	0	0	0	1
ENSG00000233610	0	0	0	0	0	0	0	0	0
ENSG00000233611	0	8	1	0	8	1	0	0	0
ENSG00000233613	2	0	0	0	2	0	0	0	0
ENSG00000233614	0	0	0	0	0	0	0	0	0
ENSG00000233615	0	0	0	0	0	0	0	0	0
ENSG00000233616	0	0	0	0	0	0	0	0	0
ENSG00000233619	0	0	0	0	0	0	0	0	0
ENSG00000233620	0	0	0	0	0	0	0	0	0
ENSG00000233621	1	21	0	19	11	41	14	1	19
ENSG00000233622	31	22	32	56	98	32	52	25	90
ENSG00000233623	0	0	0	2	6	0	0	0	0
ENSG00000233625	0	0	0	0	0	1	0	0	0
ENSG00000233626	0	3	0	0	0	0	0	0	2
ENSG00000233627	0	0	0	0	0	0	0	0	0
ENSG00000233632	0	0	0	0	0	0	0	0	0
ENSG00000233633	0	0	1	0	0	0	0	0	0
ENSG00000233634	0	0	0	0	0	0	0	0	0
ENSG00000233635	0	1	0	2	0	0	0	0	0
ENSG00000233639	0	0	0	0	0	0	0	0	0
ENSG00000233640	0	0	0	0	0	0	0	0	0
ENSG00000233642	0	0	0	3	0	0	0	0	0
ENSG00000233643	0	0	0	0	0	0	0	0	0
ENSG00000233644	0	0	0	0	0	0	0	0	0
ENSG00000233645	0	0	0	0	0	0	0	0	0
ENSG00000233646	0	1	0	1	0	0	0	1	0
ENSG00000233647	0	1	4	0	3	0	0	0	0
ENSG00000233648	0	0	0	0	0	0	0	0	0
ENSG00000233651	0	0	0	0	4	0	0	3	0
ENSG00000233652	0	0	0	0	0	0	0	0	0
ENSG00000233653	0	0	0	0	0	0	0	0	0
ENSG00000233654	11	2	23	10	17	18	10	13	14
ENSG00000233655	0	0	0	0	0	0	0	0	0
ENSG00000233656	0	0	0	0	0	0	0	0	0
ENSG00000233659	0	0	0	0	0	0	0	0	0
ENSG00000233661	0	0	0	0	1	0	0	0	0
ENSG00000233662	0	0	0	0	1	1	0	0	0
ENSG00000233663	0	0	0	0	0	0	0	0	0
ENSG00000233664	0	0	0	0	0	0	0	0	0
ENSG00000233665	0	0	0	0	0	0	0	0	0
ENSG00000233668	0	0	0	0	0	1	0	0	0
ENSG00000233670	0	0	0	1	0	0	1	0	0
ENSG00000233671	0	0	0	1	0	3	0	0	0
ENSG00000233672	2	0	9	1	8	0	0	3	3
ENSG00000233673	2	2	0	0	0	0	0	0	0
ENSG00000233674	0	0	0	0	0	0	0	0	0
ENSG00000233676	0	0	0	0	0	0	0	0	0
ENSG00000233677	0	0	0	0	0	0	0	0	0
ENSG00000233680	0	0	0	0	0	0	0	9	0
ENSG00000233681	0	0	1	0	0	0	1	0	0
ENSG00000233682	0	0	0	0	3	0	0	0	0
ENSG00000233683	0	0	0	0	0	0	0	0	0
ENSG00000233684	0	0	0	0	0	0	0	0	0
ENSG00000233685	0	0	0	0	0	0	0	0	0
ENSG00000233686	0	0	0	0	0	0	0	0	0
ENSG00000233688	0	0	0	0	0	0	0	0	1
ENSG00000233689	0	0	0	0	0	0	0	0	0
ENSG00000233690	0	0	0	0	0	6	0	0	0
ENSG00000233691	1	0	0	0	0	0	2	0	9
ENSG00000233693	0	0	0	0	0	0	5	0	0
ENSG00000233694	0	0	0	0	0	0	0	0	0
ENSG00000233695	92	88	140	29	173	63	67	88	139
ENSG00000233699	0	0	0	0	0	0	0	0	0
ENSG00000233701	0	0	6	9	0	0	0	0	0
ENSG00000233702	0	0	0	0	0	4	0	0	0
ENSG00000233703	0	0	0	0	0	0	0	0	0
ENSG00000233705	0	0	3	0	1	1	0	0	0
ENSG00000233706	0	0	0	0	0	0	0	0	0
ENSG00000233707	0	0	0	0	0	0	0	0	0
ENSG00000233708	0	0	1	0	0	0	12	0	0
ENSG00000233709	0	0	0	0	0	0	0	0	0
ENSG00000233710	0	0	0	0	0	0	0	0	0
ENSG00000233711	0	0	0	0	0	0	0	0	0
ENSG00000233712	0	0	0	0	0	2	0	0	0
ENSG00000233713	0	0	0	0	0	0	0	0	0
ENSG00000233714	0	0	0	2	0	1	0	0	0
ENSG00000233716	0	0	0	0	0	0	0	0	0
ENSG00000233717	0	0	0	0	0	0	0	0	0
ENSG00000233718	5	14	7	5	14	2	2	1	20
ENSG00000233719	0	0	1	0	0	1	0	1	0
ENSG00000233720	0	0	0	0	0	0	0	0	0
ENSG00000233721	0	0	0	0	0	1	0	0	0
ENSG00000233723	2	10	4	0	0	1	0	8	0
ENSG00000233724	0	0	0	0	0	0	0	0	0
ENSG00000233725	0	0	0	1	0	0	0	0	4
ENSG00000233727	0	0	0	0	0	0	0	0	0
ENSG00000233728	0	0	0	0	0	0	0	0	0
ENSG00000233729	0	0	0	1	0	0	0	0	0
ENSG00000233730	0	0	0	0	0	0	0	0	0
ENSG00000233732	0	0	0	0	0	0	0	0	0
ENSG00000233733	0	0	0	0	0	0	0	0	0
ENSG00000233735	0	0	0	0	0	0	0	0	0
ENSG00000233737	0	0	0	0	0	0	0	0	0
ENSG00000233739	0	0	0	0	0	0	0	0	0
ENSG00000233740	0	0	0	0	0	0	0	0	0
ENSG00000233741	0	0	1	0	0	0	0	0	0
ENSG00000233746	0	0	0	0	0	1	0	0	16
ENSG00000233747	0	0	0	0	0	2	0	0	0
ENSG00000233750	0	0	0	2	0	0	0	1	0
ENSG00000233751	0	0	0	0	0	0	0	0	0
ENSG00000233752	0	0	0	0	0	0	0	0	0
ENSG00000233754	0	0	0	2	0	0	10	0	1
ENSG00000233755	0	0	2	0	0	0	4	0	0
ENSG00000233756	0	0	0	0	0	0	0	0	0
ENSG00000233757	11	16	23	4	9	28	17	34	9
ENSG00000233760	0	0	0	0	0	0	0	0	0
ENSG00000233762	76	118	129	96	179	183	73	113	69
ENSG00000233764	0	0	0	0	0	1	0	0	0
ENSG00000233765	0	2	1	0	0	1	2	0	1
ENSG00000233766	0	0	0	0	0	0	0	0	0
ENSG00000233767	0	0	0	0	0	0	0	0	0
ENSG00000233771	0	0	0	1	0	0	0	0	0
ENSG00000233774	0	0	0	0	0	0	0	0	0
ENSG00000233775	0	0	1	3	0	0	0	0	0
ENSG00000233776	0	0	0	1	0	0	2	0	0
ENSG00000233778	7	1	0	0	1	0	0	4	1
ENSG00000233780	0	0	1	0	0	0	0	1	0
ENSG00000233782	0	0	0	0	0	0	0	0	0
ENSG00000233783	0	3	15	2	12	0	4	0	0
ENSG00000233785	4	4	1	1	0	2	1	0	4
ENSG00000233786	0	0	0	0	0	0	0	0	0
ENSG00000233787	0	0	0	1	0	0	0	0	0
ENSG00000233791	0	7	3	1	0	0	8	0	9
ENSG00000233792	0	0	0	0	0	0	0	0	0
ENSG00000233797	0	2	4	1	0	1	0	0	0
ENSG00000233799	4	0	6	1	0	6	7	4	1
ENSG00000233802	0	0	0	0	0	0	0	0	0
ENSG00000233803	0	0	0	0	0	0	0	0	0
ENSG00000233805	0	0	0	0	0	0	0	0	0
ENSG00000233806	0	0	0	0	0	2	0	4	0
ENSG00000233807	0	0	0	0	0	0	0	0	0
ENSG00000233810	0	0	0	0	0	0	0	0	1
ENSG00000233814	0	0	0	0	0	0	0	0	0
ENSG00000233816	0	0	0	0	0	0	0	0	0
ENSG00000233817	0	8	5	0	0	13	0	3	10
ENSG00000233818	3	20	7	11	0	27	8	0	28
ENSG00000233819	0	0	3	0	0	0	0	0	0
ENSG00000233820	4	0	0	8	16	1	0	10	3
ENSG00000233821	7	18	3	2	0	4	0	0	0
ENSG00000233822	20	79	72	26	57	108	58	105	92
ENSG00000233823	0	0	0	0	0	0	0	0	0
ENSG00000233824	0	0	4	0	0	0	0	0	0
ENSG00000233825	0	0	2	0	0	0	0	1	0
ENSG00000233827	0	0	0	0	1	0	0	0	0
ENSG00000233828	0	0	5	1	0	0	0	0	0
ENSG00000233829	0	0	0	0	0	0	0	0	0
ENSG00000233830	6	7	10	11	16	9	14	6	10
ENSG00000233832	0	0	0	2	0	0	0	0	0
ENSG00000233833	0	0	0	1	0	0	2	0	0
ENSG00000233834	0	0	3	5	1	6	2	8	2
ENSG00000233835	0	0	0	0	0	0	0	0	0
ENSG00000233836	69	207	121	108	219	138	127	135	120
ENSG00000233837	0	1	0	0	0	0	0	1	0
ENSG00000233838	0	0	0	0	0	0	0	0	0
ENSG00000233839	0	0	0	0	0	0	1	0	0
ENSG00000233840	0	0	0	1	0	0	0	0	0
ENSG00000233842	0	0	3	0	0	0	0	0	0
ENSG00000233843	0	0	0	0	0	0	0	0	0
ENSG00000233844	5	12	19	1	9	5	4	3	4
ENSG00000233845	0	0	0	0	0	0	0	0	0
ENSG00000233846	8	10	15	11	11	13	17	8	11
ENSG00000233847	0	0	0	0	0	0	0	0	0
ENSG00000233848	0	0	7	5	1	0	0	0	0
ENSG00000233849	0	0	0	0	0	0	0	0	0
ENSG00000233850	0	0	0	0	0	0	0	0	0
ENSG00000233851	0	3	0	1	2	0	0	0	0
ENSG00000233852	0	0	0	0	0	0	0	0	0
ENSG00000233854	9	6	3	3	12	1	18	10	17
ENSG00000233858	0	0	1	0	0	0	0	0	0
ENSG00000233859	6	4	5	1	7	4	9	4	7
ENSG00000233860	1	0	0	0	0	0	2	7	0
ENSG00000233861	0	0	0	0	0	0	0	0	0
ENSG00000233862	0	0	5	3	0	0	0	0	0
ENSG00000233864	0	0	0	0	0	0	0	0	0
ENSG00000233866	0	0	0	0	0	0	0	0	0
ENSG00000233867	0	0	0	0	0	0	0	0	0
ENSG00000233868	0	0	2	1	2	1	2	0	1
ENSG00000233869	0	0	1	0	0	0	0	0	0
ENSG00000233870	0	0	0	0	0	1	0	0	0
ENSG00000233871	3	18	29	8	47	46	12	18	12
ENSG00000233872	0	0	0	0	0	0	0	0	0
ENSG00000233873	0	0	0	1	0	0	0	0	0
ENSG00000233874	1	0	0	0	0	0	0	0	1
ENSG00000233875	0	0	0	0	0	0	0	0	0
ENSG00000233876	1	0	0	0	0	0	0	0	0
ENSG00000233877	0	0	0	2	0	0	0	0	0
ENSG00000233878	1	0	1	0	0	0	0	2	0
ENSG00000233880	0	0	0	0	0	0	0	0	0
ENSG00000233882	0	0	0	0	0	0	0	0	0
ENSG00000233884	0	0	0	0	0	0	0	0	0
ENSG00000233885	1	0	0	0	1	0	0	0	0
ENSG00000233887	0	0	0	0	0	0	0	0	0
ENSG00000233888	0	0	0	0	0	0	0	0	0
ENSG00000233891	0	0	0	4	0	1	0	0	0
ENSG00000233892	0	0	0	2	9	1	5	0	1
ENSG00000233893	0	4	1	0	3	2	1	1	3
ENSG00000233894	0	5	0	0	2	1	0	0	0
ENSG00000233895	11	14	4	5	32	2	37	15	12
ENSG00000233896	16	20	28	8	18	4	37	24	62
ENSG00000233900	0	0	0	0	0	0	0	0	0
ENSG00000233901	70	49	160	58	147	144	123	153	164
ENSG00000233902	0	0	0	0	0	0	0	0	0
ENSG00000233903	2	8	9	0	16	9	6	5	13
ENSG00000233905	0	0	0	0	0	0	0	0	0
ENSG00000233906	0	0	0	0	0	0	0	0	0
ENSG00000233907	0	0	0	1	0	0	0	0	0
ENSG00000233908	0	0	0	0	0	0	0	0	0
ENSG00000233909	0	0	0	0	0	0	0	0	0
ENSG00000233910	0	0	0	0	0	0	0	0	0
ENSG00000233912	0	0	7	0	4	4	16	7	12
ENSG00000233913	2	9	9	6	11	14	5	6	5
ENSG00000233915	0	0	0	0	0	0	0	0	1
ENSG00000233916	0	0	0	0	0	0	0	0	0
ENSG00000233917	0	0	0	0	0	0	0	0	0
ENSG00000233918	0	0	0	0	0	2	0	0	0
ENSG00000233919	0	0	0	0	0	1	0	0	0
ENSG00000233920	0	0	0	1	0	0	0	0	0
ENSG00000233921	0	0	0	0	0	0	0	0	0
ENSG00000233922	0	0	1	0	2	2	0	0	0
ENSG00000233924	0	0	0	0	4	0	0	0	2
ENSG00000233926	0	0	0	0	0	1	0	0	0
ENSG00000233927	1408	2073	2266	1557	2832	2702	1351	1630	1559
ENSG00000233928	0	0	0	0	0	0	0	0	0
ENSG00000233929	0	2	7	0	1	1	0	0	0
ENSG00000233930	2	0	4	3	1	7	3	0	0
ENSG00000233932	0	0	0	0	0	0	0	1	0
ENSG00000233933	0	0	0	0	0	0	0	0	0
ENSG00000233934	0	0	0	0	0	2	0	0	0
ENSG00000233936	0	0	0	0	0	1	0	1	0
ENSG00000233937	15	23	57	33	73	36	18	12	24
ENSG00000233939	0	0	0	0	0	0	0	0	0
ENSG00000233940	0	0	1	0	0	0	0	0	0
ENSG00000233941	0	0	0	3	0	0	0	0	0
ENSG00000233942	0	0	2	0	8	0	0	0	0
ENSG00000233943	0	0	1	0	0	0	0	0	0
ENSG00000233944	0	0	0	0	0	0	0	0	0
ENSG00000233945	0	0	1	2	0	0	0	0	0
ENSG00000233946	0	0	0	0	0	0	0	0	0
ENSG00000233947	0	0	0	0	0	0	2	0	0
ENSG00000233951	0	0	0	1	0	0	0	0	1
ENSG00000233952	0	0	0	0	0	0	0	0	0
ENSG00000233953	0	0	0	0	1	1	0	0	0
ENSG00000233954	75	116	134	54	155	87	84	100	120
ENSG00000233955	0	0	0	0	0	0	0	6	0
ENSG00000233956	0	0	0	0	0	0	0	0	0
ENSG00000233960	0	0	0	0	0	0	0	0	0
ENSG00000233962	0	0	0	0	0	0	0	0	0
ENSG00000233963	0	0	1	1	0	0	4	6	0
ENSG00000233966	4	6	7	7	7	11	10	8	7
ENSG00000233967	6	1	9	2	2	3	5	0	4
ENSG00000233968	0	0	0	0	0	0	0	0	0
ENSG00000233969	0	0	3	0	0	0	0	0	0
ENSG00000233970	0	0	0	0	0	0	0	0	0
ENSG00000233971	0	0	0	0	0	0	0	1	0
ENSG00000233973	0	0	0	0	0	0	0	0	0
ENSG00000233974	0	22	18	3	2	14	14	2	2
ENSG00000233975	0	0	0	0	0	0	0	0	0
ENSG00000233977	2	0	5	0	0	0	0	0	0
ENSG00000233978	0	0	0	0	0	1	0	0	0
ENSG00000233979	0	0	0	1	2	0	0	0	0
ENSG00000233980	0	0	2	0	0	0	0	0	0
ENSG00000233981	0	0	0	0	0	0	0	0	0
ENSG00000233983	0	0	0	0	0	0	0	0	0
ENSG00000233984	0	0	1	0	0	0	0	0	0
ENSG00000233985	0	0	0	1	0	2	0	0	0
ENSG00000233987	0	0	0	0	0	0	0	0	0
ENSG00000233990	0	0	0	1	0	0	0	0	0
ENSG00000233993	0	0	0	0	0	0	0	0	0
ENSG00000233994	2	2	1	1	2	3	7	3	5
ENSG00000233995	0	0	0	0	0	0	0	0	0
ENSG00000233996	0	0	0	0	0	0	0	0	0
ENSG00000233997	0	0	0	0	0	0	0	0	0
ENSG00000233998	0	0	0	0	0	0	0	0	0
ENSG00000233999	0	0	0	0	0	0	0	0	0
ENSG00000234001	0	0	0	0	0	0	0	0	0
ENSG00000234003	0	0	3	0	0	0	0	0	0
ENSG00000234004	1	4	0	1	1	0	0	2	1
ENSG00000234005	0	10	0	2	9	7	13	0	0
ENSG00000234006	5	5	8	2	1	4	3	0	4
ENSG00000234008	0	2	2	1	1	0	0	1	0
ENSG00000234009	6	5	1	2	4	7	3	8	3
ENSG00000234015	0	0	0	0	0	0	0	0	0
ENSG00000234016	0	0	0	0	0	0	0	0	0
ENSG00000234017	0	0	0	0	0	0	0	0	0
ENSG00000234019	3	5	0	0	2	0	2	3	0
ENSG00000234020	0	2	1	2	6	5	0	1	1
ENSG00000234021	0	0	0	0	0	0	0	0	0
ENSG00000234022	0	0	2	2	0	2	0	0	0
ENSG00000234025	0	0	0	1	0	0	1	0	0
ENSG00000234026	4	4	5	3	10	25	7	15	3
ENSG00000234028	26	48	44	12	51	40	12	40	19
ENSG00000234030	0	0	0	0	0	0	0	0	0
ENSG00000234031	0	0	0	1	1	6	3	0	0
ENSG00000234033	0	0	0	0	0	0	0	0	0
ENSG00000234034	0	0	5	0	0	0	0	1	0
ENSG00000234036	5	0	5	2	2	8	1	2	2
ENSG00000234039	0	0	0	0	0	0	0	0	0
ENSG00000234040	2	0	11	0	2	1	0	1	0
ENSG00000234041	0	0	0	0	0	0	0	0	0
ENSG00000234042	6	8	10	4	4	9	3	3	6
ENSG00000234043	0	10	19	3	16	0	10	25	11
ENSG00000234044	0	0	1	0	0	0	0	0	0
ENSG00000234048	0	0	1	0	0	0	0	0	0
ENSG00000234050	0	2	0	0	0	0	0	0	0
ENSG00000234052	0	0	0	0	0	0	0	0	0
ENSG00000234055	0	1	0	0	1	1	0	0	0
ENSG00000234056	0	0	0	0	0	3	0	0	0
ENSG00000234059	0	0	0	0	0	0	0	0	0
ENSG00000234060	0	0	0	0	0	6	0	0	0
ENSG00000234061	0	0	0	0	0	1	0	0	0
ENSG00000234062	2	0	0	5	11	10	4	6	2
ENSG00000234064	0	0	0	0	0	0	0	0	0
ENSG00000234065	0	0	0	0	0	0	0	0	0
ENSG00000234066	0	0	0	0	0	0	0	0	0
ENSG00000234067	0	2	0	0	0	0	0	0	0
ENSG00000234068	0	0	0	0	0	0	0	0	0
ENSG00000234069	0	0	0	0	0	0	0	0	0
ENSG00000234070	0	0	0	0	0	0	0	0	0
ENSG00000234071	0	0	1	0	1	0	0	0	0
ENSG00000234072	99	155	205	94	263	254	133	112	220
ENSG00000234073	0	0	0	0	0	0	0	0	0
ENSG00000234075	0	0	0	0	0	0	0	0	0
ENSG00000234076	0	0	0	0	0	5	0	3	2
ENSG00000234080	0	2	1	0	0	1	0	0	0
ENSG00000234081	0	0	0	0	0	0	0	0	0
ENSG00000234083	0	0	0	1	0	0	0	0	0
