ENSEMBL,ENTREZID,SYMBOL,GENENAME,logFC,AveExpr,t,P.Value,adj.P.Val,B
ENSG00000179242,1002,CDH4,cadherin 4,-3.27942697792045,0.347916843379634,-5.91920313288637,3.94307827158876e-05,0.00161360452492711,1.95294056194985
ENSG00000185559,8788,DLK1,delta like non-canonical Notch ligand 1,-3.26772867265205,3.5181398482748,-6.94975932830053,7.24761131647989e-06,0.000578553131080388,4.05623538147353
ENSG00000143768,7044,LEFTY2,left-right determination factor 2,-3.19506253700206,0.945857296103903,-4.4595410842894,0.000555931015660371,0.00894649463824699,-0.177475487167439
ENSG00000171557,2266,FGG,fibrinogen gamma chain,-3.19121428948834,3.05510911665079,-4.41835434070563,0.000601333441223687,0.00941975397717057,-0.0828355525676789
ENSG00000129538,6035,RNASE1,"ribonuclease A family member 1, pancreatic",-3.12511129647748,1.76242294211222,-7.21991517078738,4.76070137584851e-06,0.000461644300162546,3.81600089363615
ENSG00000204128,257407,C2orf72,chromosome 2 open reading frame 72,-3.08500690045516,1.24659827272392,-6.20909954866907,2.41258760212475e-05,0.00115439095205524,2.21096515366553
ENSG00000169436,169044,COL22A1,collagen type XXII alpha 1 chain,-3.07200845702067,3.23220769544663,-10.7305522179189,4.38502715318583e-08,3.72699862690015e-05,8.50162332898869
ENSG00000137868,64220,STRA6,signaling receptor and transporter of retinol STRA6,-3.04196936786608,3.56435441748954,-10.5391497145521,5.4825565697662e-08,4.00177726880168e-05,8.54894584432016
ENSG00000171564,2244,FGB,fibrinogen beta chain,-3.02162518069809,6.1723303463004,-7.79719537624186,2.00155030297489e-06,0.000293409078504274,5.23372854668415
ENSG00000165092,216,ALDH1A1,aldehyde dehydrogenase 1 family member A1,-3.01774760384709,3.37061070561987,-6.87574723717934,8.14578022222053e-06,0.000640735151625883,3.94292393725562
ENSG00000183044,18,ABAT,4-aminobutyrate aminotransferase,-3.01694265488952,2.9243119300429,-9.42085891578239,2.16313010575107e-07,6.18762359735243e-05,6.9532352989392
ENSG00000130829,1852,DUSP9,dual specificity phosphatase 9,-3.01256459190814,2.13073669430505,-5.7586224182978,5.20231926654436e-05,0.00193735330653644,2.00262099575122
ENSG00000262655,10418,SPON1,spondin 1,-3.00628308428109,2.89397449737423,-10.2294413901637,7.92420084614881e-08,4.70584753147089e-05,7.92362910116679
ENSG00000243232,56134,PCDHAC2,"protocadherin alpha subfamily C, 2",-2.99345313459772,2.28784018024497,-6.64045656431178,1.18674535691669e-05,0.000794036053123716,3.28078330224225
ENSG00000120057,6425,SFRP5,secreted frizzled related protein 5,-2.89381164148491,3.19033252644102,-11.127759235417,2.78612953516979e-08,3.20902419675807e-05,8.88201699472801
ENSG00000099958,91319,DERL3,derlin 3,-2.88842897307069,3.10273347402477,-8.68524903454644,5.71397171776437e-07,0.00011912791260094,6.34611529158852
ENSG00000274750,8353,H3C6,H3 clustered histone 6,-2.86577628243997,2.09332034619094,-6.80330519747284,9.13908728440348e-06,0.000698425509293868,3.42307801013938
ENSG00000104833,10382,TUBB4A,tubulin beta 4A class IVa,-2.85910402579902,1.23689457543381,-5.51322732130358,8.00058606758261e-05,0.00251480410019044,1.56786125910506
ENSG00000164318,133584,EGFLAM,"EGF like, fibronectin type III and laminin G domains",-2.84370031677203,1.39344725004119,-4.78689514620842,0.000299912741059355,0.0058833247561826,0.355274475584463
ENSG00000244067,2939,GSTA2,glutathione S-transferase alpha 2,-2.80554930550858,2.68501057514286,-5.37588810819592,0.00010216503091825,0.002938416558486,1.5582605538164
ENSG00000160179,9619,ABCG1,ATP binding cassette subfamily G member 1,-2.78281205016561,1.58631753848157,-4.78756661768955,0.000299537214156636,0.00588311519887424,0.515705850082681
ENSG00000011347,9066,SYT7,synaptotagmin 7,-2.77854373859555,1.7032290415161,-6.27080996115095,2.17630632588027e-05,0.00109323799080434,2.75298521807747
ENSG00000154096,7070,THY1,Thy-1 cell surface antigen,-2.74067854639363,2.35115338676574,-7.80219734125928,1.98694326537298e-06,0.000293409078504274,4.79253303383176
ENSG00000053918,3784,KCNQ1,potassium voltage-gated channel subfamily Q member 1,-2.72022209840944,1.36152998800832,-5.65186343717482,6.26722814238494e-05,0.00214108164821943,1.70380397382118
ENSG00000151572,121601,ANO4,anoctamin 4,-2.63444827927596,1.64462248645418,-4.57993930752239,0.000442404081950166,0.00765425517322578,0.144355798800208
ENSG00000146555,221935,SDK1,sidekick cell adhesion molecule 1,-2.62895655971505,2.1649575138182,-6.08607906792078,2.96758085452189e-05,0.00131342697875324,2.6040340396414
ENSG00000197580,83875,BCO2,beta-carotene oxygenase 2,-2.61928213953349,4.08531580391772,-12.5602256865075,6.01887465428439e-09,1.07838170889262e-05,10.6947565309815
ENSG00000115380,2202,EFEMP1,EGF containing fibulin extracellular matrix protein 1,-2.57743006765321,1.77046304894922,-4.69367614370852,0.000357079936740688,0.00664119259509065,0.251306287300921
ENSG00000178597,768239,PSAPL1,prosaposin like 1,-2.57594300164063,3.29687347706477,-8.89586006663355,4.30109091619197e-07,9.86109323395929e-05,6.60791824692493
ENSG00000164588,348980,HCN1,hyperpolarization activated cyclic nucleotide gated potassium channel 1,-2.55095531335693,3.21862424039147,-7.12719301788839,5.49345744210013e-06,0.000492870144487277,4.32178217337327
ENSG00000006283,8913,CACNA1G,calcium voltage-gated channel subunit alpha1 G,-2.53919447085018,2.52307563382228,-9.24349670762551,2.71968810818952e-07,7.18933946632067e-05,6.75119904983675
ENSG00000170382,10446,LRRN2,leucine rich repeat neuronal 2,-2.5322798436609,2.24807459892463,-4.43298412510401,0.000584784338713871,0.00929945509049425,-0.0504583830930248
ENSG00000166343,118490,MSS51,MSS51 mitochondrial translational activator,-2.48882999226158,1.8765362427251,-5.76350644601548,5.15838004217076e-05,0.00192990436612537,2.07934032109695
ENSG00000166482,4239,MFAP4,microfibril associated protein 4,-2.4861685638197,4.02193448641042,-6.11277936191624,2.83667142538452e-05,0.00127413166390879,2.76329413579128
ENSG00000171560,2243,FGA,fibrinogen alpha chain,-2.4716507264479,4.42547827784926,-6.23849749506623,2.29683643512307e-05,0.00112868519432933,2.96089957727281
ENSG00000036530,10858,CYP46A1,cytochrome P450 family 46 subfamily A member 1,-2.4715150264752,2.56291203520127,-7.68108961541657,2.37455929335096e-06,0.000323108299116919,4.88208061910625
ENSG00000103196,83716,CRISPLD2,cysteine rich secretory protein LCCL domain containing 2,-2.44563678166634,1.96724809094413,-5.39916333205911,9.80007050070521e-05,0.00285245734339118,1.46377327716279
ENSG00000100031,2678,GGT1,gamma-glutamyltransferase 1,-2.44308002315149,4.21189925950205,-9.84808785851111,1.26246973919179e-07,4.84698203439704e-05,7.94749079079312
ENSG00000204248,1302,COL11A2,collagen type XI alpha 2 chain,-2.44006360988384,2.09605180895878,-5.21707719594685,0.00013597652234521,0.00350819427650641,1.28905562784325
ENSG00000165868,259217,HSPA12A,heat shock protein family A (Hsp70) member 12A,-2.41695234494873,2.62453649276795,-5.42630690169734,9.33668477782771e-05,0.00278803781560133,1.6341440887751
ENSG00000090006,8425,LTBP4,latent transforming growth factor beta binding protein 4,-2.4152324192452,3.20745191950698,-5.49214761007214,8.30513154542824e-05,0.00259033358162535,1.76300921786354
ENSG00000168077,51435,SCARA3,scavenger receptor class A member 3,-2.41353190491009,2.14756129420554,-5.6570130097261,6.21095801586168e-05,0.00213543066110383,1.90709086938709
ENSG00000229859,643834,PGA3,pepsinogen A3,-2.39628954079624,1.06495744984222,-4.94360603410471,0.000224213144827754,0.00490561324334808,0.633968315985473
ENSG00000126218,2159,F10,coagulation factor X,-2.39500362507623,3.00262593895189,-6.14141395922503,2.70298598578778e-05,0.00124628725538367,2.7942203117853
ENSG00000186377,260293,CYP4X1,cytochrome P450 family 4 subfamily X member 1,-2.39318688676192,0.801044767470689,-4.64869543763171,0.000388586734780369,0.00703250403853361,0.0648470480678327
ENSG00000181541,10586,MAB21L2,mab-21 like 2,-2.38568120123987,3.11599027764921,-6.14094537815714,2.70511962408858e-05,0.00124628725538367,2.80587691796049
ENSG00000189334,57402,S100A14,S100 calcium binding protein A14,-2.38265301226824,2.94201671629127,-5.74207751348905,5.35409749858073e-05,0.00197111466129256,2.1686177617115
ENSG00000105048,7138,TNNT1,"troponin T1, slow skeletal type",-2.35953685493877,2.32821831981193,-6.97462533906621,6.96978915254991e-06,0.000567615404469027,3.93651236043374
ENSG00000204385,80736,SLC44A4,solute carrier family 44 member 4,-2.34436315449609,0.682518700043677,-4.56148118278004,0.000458122726864504,0.00788391565708659,-0.0791706960320022
ENSG00000158292,387509,GPR153,G protein-coupled receptor 153,-2.3138817189904,2.16983063533781,-5.57416515552137,7.18402119487848e-05,0.00235713077298359,1.77073337189236
ENSG00000168542,1281,COL3A1,collagen type III alpha 1 chain,-2.29810119830406,7.85114077173513,-10.753201586381,4.27153794548362e-08,3.72699862690015e-05,9.01452829834455
ENSG00000112984,10112,KIF20A,kinesin family member 20A,-2.2849497831886,3.80219182863281,-5.60345455744924,6.82298278860679e-05,0.00226972417866587,1.92426999911294
ENSG00000106991,2022,ENG,endoglin,-2.26758483671051,4.05109664382538,-9.52705512830594,1.88891944220294e-07,5.94928520022096e-05,7.60527841864579
ENSG00000256713,5222,PGA5,pepsinogen A5,-2.24898734811972,2.16491800500718,-5.69132826556535,5.84922094269242e-05,0.00207496680393522,2.0432743724628
ENSG00000068079,3430,IFI35,interferon induced protein 35,-2.24637680358997,1.98654436250939,-4.83745214530134,0.000272956249109886,0.00548121982178943,0.581725200114038
ENSG00000204262,1290,COL5A2,collagen type V alpha 2 chain,-2.21258620542652,5.73225939744733,-12.1714742289587,8.98629489028597e-09,1.35717102277839e-05,10.6234240775104
ENSG00000156885,1339,COX6A2,cytochrome c oxidase subunit 6A2,-2.21165245757383,2.56403106914121,-6.53091776916802,1.41759540453556e-05,0.000869153075974748,3.36000306510683
ENSG00000115255,92840,REEP6,receptor accessory protein 6,-2.19882747444743,6.54878126043489,-13.9489012214532,1.56030678885874e-09,5.88784659402074e-06,12.3473057806519
ENSG00000119946,26507,CNNM1,cyclin and CBS domain divalent metal cation transport mediator 1,-2.19718989649395,1.88525169831095,-5.55713485110448,7.40306788989232e-05,0.00239227394237502,1.77424555488774
ENSG00000068976,5837,PYGM,"glycogen phosphorylase, muscle associated",-2.176965704982,7.04760020144184,-17.5080329853328,7.9057605709307e-11,1.27480389206258e-06,15.2611007913896
ENSG00000131094,10882,C1QL1,complement C1q like 1,-2.17456031535251,2.51954636200291,-7.44321628374089,3.38786992719464e-06,0.000392662816891066,4.60445591905211
ENSG00000145824,9547,CXCL14,C-X-C motif chemokine ligand 14,-2.17049431797076,2.6562193769752,-5.23059117755444,0.000132690959302331,0.00346220342839819,1.32325269024571
ENSG00000065717,7089,TLE2,"TLE family member 2, transcriptional corepressor",-2.16704593989967,3.4245169126441,-6.69694858056486,1.08348653607964e-05,0.000759618278012355,3.68503710355583
ENSG00000137491,11309,SLCO2B1,solute carrier organic anion transporter family member 2B1,-2.16152962809198,2.54845505673106,-4.39522935929309,0.000628481849063631,0.00969786585277613,-0.112503146372886
ENSG00000196154,6275,S100A4,S100 calcium binding protein A4,-2.16063902377114,4.32544374809806,-10.2431013998385,7.79506884596877e-08,4.70584753147089e-05,8.42149623857065
ENSG00000235823,90271,OLMALINC,oligodendrocyte maturation-associated long intergenic non-coding RNA,-2.15970393006104,1.90685244322074,-4.52245757658406,0.000493279947575089,0.00829420141256341,0.0696608912848182
ENSG00000116016,2034,EPAS1,endothelial PAS domain protein 1,-2.14330598812001,2.4897367525958,-4.72979232276499,0.000333699438296581,0.00631561436916944,0.466897433776725
ENSG00000001626,1080,CFTR,CF transmembrane conductance regulator,-2.13863587689704,1.45573339208868,-4.64363493808257,0.000392306821618409,0.00706809776379536,0.253972490980725
ENSG00000169129,84632,AFAP1L2,actin filament associated protein 1 like 2,-2.113302878389,3.70013502576054,-7.32210552083775,4.07109279414666e-06,0.000426385733715803,4.62488849058139
ENSG00000137486,408,ARRB1,arrestin beta 1,-2.0974329870654,3.06061863074694,-7.25924865065724,4.48170402311763e-06,0.000451587208416686,4.47617930432531
ENSG00000050438,9498,SLC4A8,solute carrier family 4 member 8,-2.08054592300069,3.61687606722064,-7.41466523790425,3.5372166974851e-06,0.00039525444648808,4.75715447506845
ENSG00000091262,368,ABCC6,ATP binding cassette subfamily C member 6,-2.06978309249988,1.55511612451595,-4.54378598475941,0.000473732940422947,0.00805795745181438,0.0808052786612103
ENSG00000112619,5961,PRPH2,peripherin 2,-2.06737741913261,2.77841305257585,-6.5193937232569,1.44449142137191e-05,0.00087494364773443,3.36523140560227
ENSG00000196569,3908,LAMA2,laminin subunit alpha 2,-2.05207699975542,4.02883906495493,-9.57379350268382,1.78016752248517e-07,5.74104026001467e-05,7.64647721359729
ENSG00000136014,84101,USP44,ubiquitin specific peptidase 44,-2.04677766803267,2.17916676151479,-4.42409089081464,0.000594787582764298,0.00935702416787738,-0.0709919803042638
ENSG00000145708,1393,CRHBP,corticotropin releasing hormone binding protein,-2.04248952478731,3.96031878758144,-4.39799278727461,0.000625172342422006,0.0096652962814524,-0.200807297343615
ENSG00000158966,57685,CACHD1,cache domain containing 1,-2.02896909021479,4.1279880737195,-8.5336996502053,7.03121645616737e-07,0.00013497424447107,6.31939792718896
ENSG00000163947,50650,ARHGEF3,Rho guanine nucleotide exchange factor 3,-2.01879044592003,3.61518620013897,-6.54061949786222,1.39536081389867e-05,0.000866842719010609,3.45133634949392
ENSG00000135744,183,AGT,angiotensinogen,-2.00667480170849,2.50924941277373,-6.73476518119405,1.01967997391483e-05,0.000730770647972293,3.681191926339
ENSG00000099282,23555,TSPAN15,tetraspanin 15,-2.00515655955948,2.91317176474311,-5.3259188253958,0.000111740495929467,0.00308905348549732,1.48284861901816
ENSG00000171517,23566,LPAR3,lysophosphatidic acid receptor 3,-2.0003635976623,2.18939519313726,-4.84453910106019,0.000269383169087896,0.00545019272464533,0.66451224926414
ENSG00000133424,9215,LARGE1,LARGE xylosyl- and glucuronyltransferase 1,-1.99386553949182,3.15581410105455,-4.499208772746,0.000515536631377922,0.00854664098841211,0.0485375614039514
ENSG00000158874,336,APOA2,apolipoprotein A2,-1.98225424896532,6.31025205509913,-6.24667158976993,2.26569838534129e-05,0.00112413496811164,2.7286910737546
ENSG00000240583,358,AQP1,aquaporin 1 (Colton blood group),-1.98178263580404,2.98259311080745,-7.41149454381761,3.55422603043545e-06,0.00039525444648808,4.72316820959768
ENSG00000106100,10392,NOD1,nucleotide binding oligomerization domain containing 1,-1.96519703604509,3.24362971036425,-6.35704511359743,1.886037510804e-05,0.00100149084455542,3.16022846900322
ENSG00000122870,80114,BICC1,BicC family RNA binding protein 1,-1.9637434518052,2.95214449422558,-6.48849394197779,1.51929032827001e-05,0.000897768186371274,3.32033639090302
ENSG00000127831,7429,VIL1,villin 1,-1.96345526909692,2.75234159468968,-5.50183689148529,8.16367212887138e-05,0.00255114754027231,1.77521741229091
ENSG00000084636,1307,COL16A1,collagen type XVI alpha 1 chain,-1.95612300067379,1.43214449445793,-4.49327350904066,0.000521382758460239,0.00856763739223737,0.000551163168278634
ENSG00000121743,2700,GJA3,gap junction protein alpha 3,-1.95225230827038,4.53729174251469,-10.0104694727638,1.03363300303206e-07,4.70584753147089e-05,8.19441973357609
ENSG00000118193,9928,KIF14,kinesin family member 14,-1.95144727207769,2.62747874025297,-6.53150858756321,1.41623076063155e-05,0.000869153075974748,3.30976005066348
ENSG00000087116,9509,ADAMTS2,ADAM metallopeptidase with thrombospondin type 1 motif 2,-1.94254882862856,3.04854927174373,-6.60839157800388,1.24991642041208e-05,0.000822649072618156,3.50848963577741
ENSG00000184005,256435,ST6GALNAC3,"ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 3",-1.94228278783046,3.01510993111553,-5.60079920750648,6.85491891479243e-05,0.00226972417866587,1.9414919010391
ENSG00000136960,5168,ENPP2,ectonucleotide pyrophosphatase/phosphodiesterase 2,-1.94218186369247,2.30939719506174,-4.58908639869772,0.000434821850928835,0.007563648701432,0.223081836673559
ENSG00000147257,2719,GPC3,glypican 3,-1.92780711460921,6.20881960608631,-7.59489036267831,2.69870265420887e-06,0.000334742925377831,4.91106186520825
ENSG00000122787,6718,AKR1D1,aldo-keto reductase family 1 member D1,-1.92767038882685,2.09784293040414,-4.37845599857207,0.000648960226715736,0.00988147653993508,-0.141615000977396
ENSG00000135678,1368,CPM,carboxypeptidase M,-1.92535385042956,3.5182206581023,-7.67826853834724,2.38448915317292e-06,0.000323108299116919,5.14283187719544
ENSG00000049246,8863,PER3,period circadian regulator 3,-1.92277916998787,1.81474120512363,-4.75627742668253,0.000317564139952047,0.00610562053364894,0.479644872279008
ENSG00000129991,7137,TNNI3,"troponin I3, cardiac type",-1.9212865935949,3.2572544755757,-6.89499383177311,7.90147002548709e-06,0.000624564726279311,3.98868868711084
ENSG00000162591,1953,MEGF6,multiple EGF like domains 6,-1.91836632382852,3.01622155595975,-5.47247774331948,8.60022638170271e-05,0.00264149810295155,1.72703258216719
ENSG00000109072,7448,VTN,vitronectin,-1.91774375391638,4.26864108367231,-6.80000751274019,9.1872353667185e-06,0.000698793256077056,3.84018253247165
ENSG00000117643,57134,MAN1C1,mannosidase alpha class 1C member 1,-1.91738472427557,5.01071062466272,-9.42209726183268,2.15969939917315e-07,6.18762359735243e-05,7.49979963749949
ENSG00000124440,64344,HIF3A,hypoxia inducible factor 3 subunit alpha,-1.91553041330376,4.84991344495566,-10.1139068920115,9.11184836611608e-08,4.70584753147089e-05,8.33628052186208
ENSG00000189056,5649,RELN,reelin,-1.90575172443261,2.56291188248184,-6.31706146523804,2.01521031748001e-05,0.00104151494773606,3.09162075843486
ENSG00000129195,54478,PIMREG,PICALM interacting mitotic regulator,-1.90187456547239,2.71737169277153,-5.81763301203799,4.69662308876678e-05,0.00184265321913295,2.27993304670806
ENSG00000173918,114897,C1QTNF1,C1q and TNF related 1,-1.89928713780714,2.31946204850403,-5.20746439361923,0.000138365062226265,0.00355276533184479,1.24712400510304
ENSG00000054654,23224,SYNE2,spectrin repeat containing nuclear envelope protein 2,-1.87970010495266,5.10206368273977,-10.0602958235456,9.7259868966113e-08,4.70584753147089e-05,8.27865132464694
ENSG00000133135,79589,RNF128,ring finger protein 128,-1.86836484393195,2.45173204264111,-5.26756542437279,0.000124117196428145,0.00332456776146817,1.34838835556818
ENSG00000135547,23493,HEY2,hes related family bHLH transcription factor with YRPW motif 2,-1.86316084343363,4.51640587755323,-10.6431894786794,4.85376565363741e-08,3.72699862690015e-05,8.90996589610861
ENSG00000145335,6622,SNCA,synuclein alpha,-1.86073820660873,4.19311369018907,-9.94876245274635,1.1149188685024e-07,4.70584753147089e-05,8.06585050691394
ENSG00000120049,30819,KCNIP2,potassium voltage-gated channel interacting protein 2,-1.85386953507594,4.37477570212847,-8.20194533618831,1.11746296022613e-06,0.000195859676452677,5.88907029451546
ENSG00000227471,441282,AKR1B15,aldo-keto reductase family 1 member B15,-1.85370584459746,2.29827063399776,-4.66619275056508,0.000376002513392135,0.00688981878232747,0.356969962702082
ENSG00000146197,222663,SCUBE3,"signal peptide, CUB domain and EGF like domain containing 3",-1.83748089386603,6.25423120435134,-9.39865856642904,2.22562585207095e-07,6.18762359735243e-05,7.41743259764363
ENSG00000121900,113452,TMEM54,transmembrane protein 54,-1.80052555473578,3.2310546790684,-6.28027548485944,2.14227010472035e-05,0.00108288731782494,3.02709185848105
ENSG00000168386,11259,FILIP1L,filamin A interacting protein 1 like,-1.79981970402419,3.01406036600945,-5.50454588637271,8.12457337655257e-05,0.00254880828204105,1.78315155962553
ENSG00000168306,8309,ACOX2,acyl-CoA oxidase 2,-1.79205475209452,3.19832976202988,-5.2523375377782,0.000127576270547134,0.00338972741277801,1.34275126226344
ENSG00000180573,8334,H2AC6,H2A clustered histone 6,-1.78536176087333,4.68680120632531,-5.23941179476166,0.000130591114793421,0.00342035623157649,1.1976973399351
ENSG00000109107,230,ALDOC,"aldolase, fructose-bisphosphate C",-1.76872839471143,4.65608406241628,-7.10683547963158,5.66972595477936e-06,0.000496871364243571,4.2996641450604
ENSG00000178445,2731,GLDC,glycine decarboxylase,-1.75451528129336,3.71040675270821,-5.56794719922894,7.26320259166287e-05,0.00236127301997104,1.85795253342524
ENSG00000101955,8406,SRPX,sushi repeat containing protein X-linked,-1.7541843324536,3.48561493124766,-6.63351614192523,1.20012795659097e-05,0.000799672037191297,3.60137302485397
ENSG00000138778,1062,CENPE,centromere protein E,-1.74994367786798,3.0089864916025,-4.64799074952443,0.000389102575194252,0.00703394509529968,0.315571548814202
ENSG00000181856,6517,SLC2A4,solute carrier family 2 member 4,-1.74639060139718,1.62941861051048,-4.57847268928572,0.000443632429199929,0.0076590716497311,0.155009284644438
ENSG00000171303,3777,KCNK3,potassium two pore domain channel subfamily K member 3,-1.74498321632455,3.37634473258021,-7.3098693562006,4.14779671698773e-06,0.000430121803832083,4.58229649462519
ENSG00000165215,1365,CLDN3,claudin 3,-1.74466134382719,2.5149589129226,-4.59015947700502,0.000433941184363958,0.00755648120720176,0.221512125620337
ENSG00000137463,84709,MGARP,mitochondria localized glutamic acid rich protein,-1.74454782824634,1.71808632458571,-4.45612255348854,0.000559561397621954,0.00898495328678134,-0.0393461216105706
ENSG00000154188,284,ANGPT1,angiopoietin 1,-1.74236045713068,2.91515105088033,-5.16123263622572,0.00015047760312244,0.00375959495789119,1.20211642556438
ENSG00000165028,55335,NIPSNAP3B,nipsnap homolog 3B,-1.73816423985098,3.14247108897392,-5.40399448367843,9.71587317633646e-05,0.00283819664797872,1.61450400647243
ENSG00000145703,10788,IQGAP2,IQ motif containing GTPase activating protein 2,-1.73139478489722,2.49891111716795,-5.06889195830171,0.000178086727164374,0.00421681127096259,1.03706461515864
ENSG00000007944,29116,MYLIP,myosin regulatory light chain interacting protein,-1.72702963991957,4.88566795954553,-8.92733128041164,4.12407460174887e-07,9.86109323395929e-05,6.86642918602289
ENSG00000120278,57480,PLEKHG1,pleckstrin homology and RhoGEF domain containing G1,-1.72330750077667,2.28982980587172,-5.11610579132779,0.00016336701119956,0.00395539497836773,1.12148952042938
ENSG00000137841,5330,PLCB2,phospholipase C beta 2,-1.72221311654914,2.84554208448349,-4.49596383081223,0.000518724420778344,0.00855979852533344,-0.00758929866543046
ENSG00000085117,3732,CD82,CD82 molecule,-1.7197742442227,2.79995186518517,-5.01305558523612,0.000197289334607685,0.00450209636681189,0.952386052451298
ENSG00000110881,41,ASIC1,acid sensing ion channel subunit 1,-1.7194908747122,2.96883296528086,-5.15557951565147,0.000152032610219813,0.00377157821506845,1.19329160050105
ENSG00000156587,9246,UBE2L6,ubiquitin conjugating enzyme E2 L6,-1.69668171323692,7.22671870049817,-12.1429694030333,9.25822093058127e-09,1.35717102277839e-05,10.5820958669982
ENSG00000118271,7276,TTR,transthyretin,-1.68956791274664,7.30686468806113,-5.46108227370422,8.77617079632484e-05,0.00266508011470316,1.22314357690181
ENSG00000075702,284403,WDR62,WD repeat domain 62,-1.68617619568922,4.73160151056108,-6.82649658359843,8.80789650450744e-06,0.000686122372633732,3.83812939765787
ENSG00000155660,9601,PDIA4,protein disulfide isomerase family A member 4,-1.66187512059038,9.57616397204955,-14.9376042691407,6.39879315418944e-10,3.43935132037682e-06,13.2178272898001
ENSG00000132561,4147,MATN2,matrilin 2,-1.66165750496763,6.77298248129073,-12.9634284171853,4.01559662099362e-09,9.25021364478888e-06,11.4220641274703
ENSG00000171724,57687,VAT1L,vesicle amine transport 1 like,-1.66104986541063,4.27225689227476,-4.90866650999269,0.000239173099558637,0.00508124668034654,0.58912888816169
ENSG00000173599,5091,PC,pyruvate carboxylase,-1.65794773291055,4.29930665266916,-7.3936967498943,3.65131986071662e-06,0.000397821167257132,4.74171362409617
ENSG00000113396,28965,SLC27A6,solute carrier family 27 member 6,-1.65610731714468,3.13547228914532,-6.30311611587745,2.06242056996919e-05,0.00105576291081756,3.08012154981192
ENSG00000164946,158326,FREM1,FRAS1 related extracellular matrix 1,-1.65573166204694,3.75978995869799,-5.95501283917024,3.70857060939142e-05,0.00154523775391309,2.49309655075309
ENSG00000163513,7048,TGFBR2,transforming growth factor beta receptor 2,-1.64867336986161,3.58342111624538,-6.12937563505733,2.75836549232742e-05,0.00126001823126855,2.80482474470343
ENSG00000168952,29091,STXBP6,syntaxin binding protein 6,-1.64682116194026,3.25525563083385,-5.51391451814527,7.99085631465162e-05,0.00251480410019044,1.79926053061023
ENSG00000239713,60489,APOBEC3G,apolipoprotein B mRNA editing enzyme catalytic subunit 3G,-1.63747874656042,2.96125134624975,-4.83242284209969,0.000275521660944629,0.00551214241033765,0.62330278029645
