ENSEMBL,ENTREZID,SYMBOL,GENENAME,logFC,AveExpr,t,P.Value,adj.P.Val,B
ENSG00000151012,23657,SLC7A11,solute carrier family 7 member 11,2.14283679689413,4.23914400682878,7.21359295442497,4.80722878793002e-06,0.000461644300162546,4.47951963643628
ENSG00000102760,28984,RGCC,regulator of cell cycle,2.13724125781607,1.07137013722843,4.42529402224876,0.000593424044181827,0.00935532979732475,-0.252810242111665
ENSG00000166317,79933,SYNPO2L,synaptopodin 2 like,2.12854866506583,6.69345607520239,7.02499869876973,6.44081334121133e-06,0.000535351108902231,4.00051634733285
ENSG00000182916,56849,TCEAL7,transcription elongation factor A like 7,2.11192938139136,2.30182833171619,4.71933697754949,0.000340300400993266,0.006402968455095,0.416052727275301
ENSG00000158014,7780,SLC30A2,solute carrier family 30 member 2,2.10803460173156,3.28218777536108,5.74391539514431,5.33701101102128e-05,0.00196932042454733,2.1689414358762
ENSG00000172965,541471,MIR4435-2HG,MIR4435-2 host gene,2.05212842529889,2.64689666879147,5.66618765580626,6.11200970572644e-05,0.00212405509708705,1.93036073952467
ENSG00000149599,128853,DUSP15,dual specificity phosphatase 15,2.02563388305517,3.4595836173396,6.60246474479765,1.26197520926617e-05,0.000824477037236903,3.50364407105386
ENSG00000177410,441951,ZFAS1,ZNFX1 antisense RNA 1,2.01436042711378,3.24599992457548,5.75549185959997,5.23068910616793e-05,0.00194342999624327,2.17830786310367
ENSG00000142686,127703,C1orf216,chromosome 1 open reading frame 216,1.95081843831232,3.7073540184777,7.19264723640665,4.96483410982809e-06,0.000468175146321508,4.42769906571114
ENSG00000148677,27063,ANKRD1,ankyrin repeat domain 1,1.92968713587141,7.9210840101302,9.92080494351936,1.15395963741087e-07,4.70584753147089e-05,8.01608811237207
ENSG00000255198,735301,SNHG9,small nucleolar RNA host gene 9,1.8759864281136,2.30062199112364,4.47354355215796,0.000541312160080767,0.0087990509892161,0.00992959821795036
ENSG00000204381,143903,LAYN,layilin,1.85454016488407,2.90695246329531,5.3086333615152,0.00011526670191888,0.00315564612638698,1.43950108124696
ENSG00000167968,1775,DNASE1L2,deoxyribonuclease 1 like 2,1.85419524794782,1.75684270066261,4.49289037746489,0.000521762475607882,0.00856763739223737,0.00758172596693285
ENSG00000173210,22885,ABLIM3,actin binding LIM protein family member 3,1.82003186322129,3.27769837612507,5.32758237088549,0.000111407115342723,0.00308666621117079,1.48701515631606
ENSG00000149591,6876,TAGLN,transgelin,1.80966350463495,8.24175250470219,7.59765719867312,2.68760218059866e-06,0.000334742925377831,4.73361894816533
ENSG00000125520,56731,SLC2A4RG,SLC2A4 regulator,1.7879770227458,2.96463595764455,6.03271735165392,3.24855233268506e-05,0.00140436746285648,2.60971449552963
ENSG00000128283,11135,CDC42EP1,CDC42 effector protein 1,1.76484124582876,4.63115999842632,7.23148040482612,4.6768140525386e-06,0.000459839186568201,4.50740689969576
ENSG00000169136,22809,ATF5,activating transcription factor 5,1.76055577499566,1.89739206186002,4.42799901981526,0.000590370140585202,0.00934221640523688,-0.0803189503650872
ENSG00000101255,57761,TRIB3,tribbles pseudokinase 3,1.74028612108078,5.75243936332686,7.08352799187351,5.87888619383872e-06,0.000503335457200749,4.21701313643592
ENSG00000126803,3306,HSPA2,heat shock protein family A (Hsp70) member 2,1.73114823991475,3.58979276911732,5.01313258380751,0.000197261422479439,0.00450209636681189,0.935435345135219
ENSG00000215440,79716,NPEPL1,aminopeptidase like 1,1.72653359395561,3.37135387754521,5.33148130346975,0.000110629808909255,0.00307569942872713,1.49164023007319
ENSG00000125534,79144,PPDPF,pancreatic progenitor cell differentiation and proliferation factor,1.65051270409358,6.07053677144743,5.9848244251205,3.52449607569893e-05,0.00148776175970276,2.33943594611092
ENSG00000234741,60674,GAS5,growth arrest specific 5,1.64507833583796,5.57738020204867,8.45815467792674,7.8048040949348e-07,0.000146340076780028,6.23680275001634
ENSG00000041982,3371,TNC,tenascin C,1.61253777705075,6.35839026485558,5.80071471870612,4.83611881418137e-05,0.0018611555102309,1.96857047276599
ENSG00000100889,5106,PCK2,"phosphoenolpyruvate carboxykinase 2, mitochondrial",1.61218724638403,6.49953496263143,6.81377335245693,8.98799893936705e-06,0.000695303615578758,3.6540202825234
ENSG00000233016,84973,SNHG7,small nucleolar RNA host gene 7,1.60980470067152,4.00326463956595,7.30357404118946,4.18785260165191e-06,0.000430121803832083,4.59791599642619
ENSG00000140682,7041,TGFB1I1,transforming growth factor beta 1 induced transcript 1,1.59613183471494,4.99600981496065,6.18187591054313,2.52524299910168e-05,0.00119027720476924,2.81625738999339
ENSG00000137801,7057,THBS1,thrombospondin 1,1.57711448353404,7.12316636581811,6.09494069422191,2.92344449627697e-05,0.00130222493100735,2.38251877528118
ENSG00000168209,54541,DDIT4,DNA damage inducible transcript 4,1.56501349151056,5.98418899887764,6.35846143119133,1.88162457903501e-05,0.00100149084455542,2.99953947013406
ENSG00000250479,400916,CHCHD10,coiled-coil-helix-coiled-coil-helix domain containing 10,1.54555762048026,5.98935106282514,4.94541873112678,0.000223464003075347,0.00490118231193216,0.429037483829538
ENSG00000161671,284361,EMC10,ER membrane protein complex subunit 10,1.53604837281737,6.63975985961309,4.43076366878223,0.000587265605630474,0.00932052942007027,-0.631857012997451
ENSG00000166803,9768,PCLAF,PCNA clamp associated factor,1.53059141715341,3.14977830523793,5.2201263536255,0.000135227878002389,0.00350007950688367,1.30255325505618
ENSG00000075826,25956,SEC31B,"SEC31 homolog B, COPII coat complex component",1.51165298074072,2.90007637014405,4.55506803615368,0.000463717994411989,0.00794628337927026,0.159927711569045
ENSG00000092054,4625,MYH7,myosin heavy chain 7,1.51111058259864,7.07878192297563,5.30472626881262,0.000116079683647055,0.00316714872894883,0.941506421648842
ENSG00000165449,220963,SLC16A9,solute carrier family 16 member 9,1.50809043436568,3.79320136660429,5.20410180893151,0.00013921085118755,0.00355748807511767,1.24136743884835
ENSG00000118292,79630,C1orf54,chromosome 1 open reading frame 54,1.50342696330867,3.83450278443685,5.06531378995969,0.000179257031549933,0.00423209316799804,1.00328289000365
ENSG00000247516,100505738,MIR4458HG,MIR4458 host gene,1.49967996412774,3.92928696908885,4.76126452322162,0.000314617329269495,0.00608297893821415,0.430607924219875
ENSG00000198563,7919,DDX39B,DExD-box helicase 39B,1.4965295383492,3.84548121527699,4.76788069152314,0.000310751527377299,0.0060444733159939,0.457221101335174
ENSG00000171858,6227,RPS21,ribosomal protein S21,1.49398230921708,6.088318125055,8.46139790717032,7.76980386322697e-07,0.000146340076780028,6.20166963204946
ENSG00000160072,83858,ATAD3B,ATPase family AAA domain containing 3B,1.48013614951651,5.0252816724753,5.35534106656566,0.000105994514791166,0.00299445977650134,1.39083247372908
ENSG00000183648,4707,NDUFB1,NADH:ubiquinone oxidoreductase subunit B1,1.45440153696407,7.18267145489875,5.61795543532662,6.65130007899731e-05,0.00223442112028816,1.52557824946093
ENSG00000123358,3164,NR4A1,nuclear receptor subfamily 4 group A member 1,1.45275119504194,3.76232093085035,4.38111550242375,0.000645668043080952,0.00985661504489016,-0.216234759394818
ENSG00000232859,201229,LYRM9,LYR motif containing 9,1.43519354071468,3.29822495091875,5.08327290757907,0.000173462650144328,0.00413158823275817,1.06180231961303
ENSG00000164128,4886,NPY1R,neuropeptide Y receptor Y1,1.4289367961305,4.89472991602818,5.72214491392586,5.54312502504221e-05,0.00200923068248079,2.01956536085503
ENSG00000220205,6844,VAMP2,vesicle associated membrane protein 2,1.39750275926356,5.18396959385649,5.24293841235733,0.000129761270018008,0.00341337761670534,1.12175037581212
ENSG00000176731,401466,RBIS,ribosomal biogenesis factor,1.39718722008759,3.66546589752219,5.37553525982046,0.000102229562127792,0.002938416558486,1.56140643636219
ENSG00000168273,440957,SMIM4,small integral membrane protein 4,1.38955095551465,5.34663847673923,6.55313411967286,1.36721986845141e-05,0.000866842719010609,3.38559346324654
ENSG00000140830,54957,TXNL4B,thioredoxin like 4B,1.38929038400101,3.10371950496988,4.7887220962479,0.000298892140595254,0.00587760459402252,0.56580614201765
ENSG00000166012,79101,TAF1D,"TATA-box binding protein associated factor, RNA polymerase I subunit D",1.37421756019397,3.496301750567,5.37340691906219,0.000102619708973254,0.00294438221920591,1.56094118268191
ENSG00000129353,57153,SLC44A2,solute carrier family 44 member 2,1.36563087170101,8.54029114513085,11.267205626886,2.38342565700572e-08,2.95636451686286e-05,9.5820869330244
ENSG00000162645,2634,GBP2,guanylate binding protein 2,1.35356642476999,3.26969309054652,5.04852044291971,0.000184857286148746,0.00430133295692429,1.00485630402743
ENSG00000167703,124935,SLC43A2,solute carrier family 43 member 2,1.35121859116371,4.82603497198171,7.2132603951343,4.80968945285629e-06,0.000461644300162546,4.4713989998978
ENSG00000172432,54676,GTPBP2,GTP binding protein 2,1.34493437484064,3.89998541116322,5.16191738734335,0.000150290374440444,0.00375959495789119,1.16727486278294
ENSG00000105281,6510,SLC1A5,solute carrier family 1 member 5,1.34192799287237,7.35300798592744,8.67903795759442,5.76246646999896e-07,0.00011912791260094,6.38839787538884
ENSG00000135069,29968,PSAT1,phosphoserine aminotransferase 1,1.33500286036332,7.71790880375665,8.3725820704316,8.79131753171216e-07,0.000162942523217079,5.91745829181899
ENSG00000197728,6231,RPS26,ribosomal protein S26,1.31697025549296,7.20367424000039,6.53171804661452,1.41574729391294e-05,0.000869153075974748,3.1133551755973
ENSG00000065911,10797,MTHFD2,"methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase",1.28629142726995,5.65723609265847,5.73211874707421,5.44768259280194e-05,0.00199477246317944,1.92669303422741
ENSG00000254685,8790,FPGT,fucose-1-phosphate guanylyltransferase,1.28294272653851,4.48543158504376,5.91778106322363,3.95270565796099e-05,0.00161360452492711,2.41639329798354
ENSG00000198888,4535,ND1,NADH dehydrogenase subunit 1,1.28026808349791,8.9110008234786,4.55872310358957,0.000460520478835977,0.00790829895764657,-0.596631427719549
ENSG00000185950,8660,IRS2,insulin receptor substrate 2,1.27591149525229,3.63068696595914,6.00411344445925,3.41051568137377e-05,0.00145488268153841,2.60301129688928
ENSG00000148803,282969,FUOM,fucose mutarotase,1.26086156181115,5.20038824410991,5.63563013203324,6.44812445871131e-05,0.00217068907926346,1.82926590560872
ENSG00000154277,7345,UCHL1,ubiquitin C-terminal hydrolase L1,1.25889576649347,8.43480010881774,8.97746554296592,3.85786244700325e-07,9.72000499342617e-05,6.73532572013163
ENSG00000179630,144811,LACC1,laccase domain containing 1,1.25179992226092,4.93588328408803,6.6197481156374,1.2271477020402e-05,0.000810973635057305,3.51174041433707
ENSG00000118523,1490,CCN2,cellular communication network factor 2,1.24947393935057,7.01717298991488,7.4224484768177,3.49582660717185e-06,0.00039525444648808,4.58368820816068
ENSG00000061918,2983,GUCY1B1,guanylate cyclase 1 soluble subunit beta 1,1.24283293874078,3.62128359537137,4.46270654117105,0.000552591022185814,0.00891944968242868,-0.0916028621206948
ENSG00000137814,55142,HAUS2,HAUS augmin like complex subunit 2,1.23583687915471,4.75542542484417,7.59518829861978,2.69750501879663e-06,0.000334742925377831,5.03499248199416
ENSG00000198805,4860,PNP,purine nucleoside phosphorylase,1.21485662300513,3.75692472092076,4.83804911105037,0.000272653388064755,0.00548121982178943,0.618286624229379
ENSG00000112306,6206,RPS12,ribosomal protein S12,1.20728194408423,5.91372010201906,6.67331445035941,1.12548617418315e-05,0.000772275087604394,3.51488381744708
ENSG00000176410,84277,DNAJC30,DnaJ heat shock protein family (Hsp40) member C30,1.20027059246406,4.3944547457509,4.59766554242795,0.000427832271278987,0.00749704703018211,0.0360955469831428
ENSG00000131378,23180,RFTN1,"raftlin, lipid raft linker 1",1.19693746468484,6.0904185181676,9.59328880626269,1.73678939153259e-07,5.71545488540062e-05,7.69854096640228
ENSG00000130294,547,KIF1A,kinesin family member 1A,1.196216896794,4.82431938319955,5.19137759687846,0.000142460362615548,0.00362330180942542,1.12754602254973
ENSG00000177106,64787,EPS8L2,EPS8 like 2,1.19078769165918,5.96816327298143,5.21473584380818,0.000136554309263299,0.00351186321669967,0.937527862442605
ENSG00000162772,467,ATF3,activating transcription factor 3,1.1807176710601,3.96080860855437,4.84012962208611,0.000271600591653452,0.00548121982178943,0.59214530727294
ENSG00000185684,347918,EP400P1,EP400 pseudogene 1,1.17667211079462,3.75348829385955,4.61942496257757,0.000410619821697221,0.00730015945409889,0.197702998225655
ENSG00000157168,3084,NRG1,neuregulin 1,1.17462693412928,3.54846091903979,4.54055582815713,0.000476641197915204,0.00809273818078008,0.063936051092778
ENSG00000269893,100093630,SNHG8,small nucleolar RNA host gene 8,1.17095259775464,3.95773004461134,4.53057138061732,0.000485747620079338,0.00820175955369563,0.0319397456000301
ENSG00000182199,6472,SHMT2,serine hydroxymethyltransferase 2,1.16513104525123,7.6527951986028,5.18813702093545,0.000143300481913903,0.00363320797305296,0.680849673528759
ENSG00000042753,1175,AP2S1,adaptor related protein complex 2 subunit sigma 1,1.16279756152847,6.63967896180689,5.79334932923699,4.89819643910634e-05,0.00187164496636468,1.90688589675274
ENSG00000245910,641638,SNHG6,small nucleolar RNA host gene 6,1.16204542508488,4.23176370073695,5.00825928644818,0.000199036109158674,0.00452673802564686,0.856477393426228
ENSG00000118263,8609,KLF7,Kruppel like factor 7,1.16103003338756,3.83190671689081,4.37182473812823,0.000657244430261189,0.00996995901971936,-0.287328068664394
ENSG00000248049,550112,UBA6-DT,UBA6 divergent transcript,1.15860222522968,3.54595805669504,5.28079200404811,0.000121191978514295,0.003272603119218,1.39244019459174
ENSG00000134809,26519,TIMM10,translocase of inner mitochondrial membrane 10,1.14544799066403,5.88502794246619,7.95641504520968,1.58768098774016e-06,0.00024737636322289,5.47766195556518
ENSG00000006327,51330,TNFRSF12A,TNF receptor superfamily member 12A,1.14499996358527,8.39412390878313,7.32193537906687,4.07214902277418e-06,0.000426385733715803,4.304943006704
ENSG00000100058,1416,CRYBB2P1,crystallin beta B2 pseudogene 1,1.14044780224977,4.46434321834257,5.18020385224351,0.000145378978756524,0.00367435114803911,1.11883894292983
ENSG00000213741,6235,RPS29,ribosomal protein S29,1.1391533890893,6.42967510767562,5.51596352199822,7.96191850362484e-05,0.00251480410019044,1.45132387165569
ENSG00000163191,6282,S100A11,S100 calcium binding protein A11,1.12207030653663,7.35442486674473,6.44777150246062,1.62413967704846e-05,0.000932001860939731,2.97190806201513
ENSG00000026025,7431,VIM,vimentin,1.12148794523938,7.50863106209498,8.5453651608435,6.91919571740465e-07,0.000134424133666446,6.18632229263716
ENSG00000151881,64417,TMEM267,transmembrane protein 267,1.12100082597811,4.43806490256526,5.10881474291894,0.000165554892314294,0.00398443677398208,0.981310014771453
ENSG00000278259,80179,MYO19,myosin XIX,1.11893526825384,3.81275271383759,5.09792798035484,0.000168878613072652,0.00404030806497999,1.04856138703439
ENSG00000142765,84958,SYTL1,synaptotagmin like 1,1.11214033133355,4.95877421816005,6.23330049406175,2.31686697254579e-05,0.00112868519432933,2.87269918463115
ENSG00000135046,301,ANXA1,annexin A1,1.10762400429905,6.88490625654163,6.52550491336503,1.43016230750279e-05,0.000871260478037152,3.13024743007228
ENSG00000117984,1509,CTSD,cathepsin D,1.10616673909372,7.1828477262425,5.37200270634979,0.000102877965091595,0.00294654917780101,1.05669889186757
ENSG00000163319,51023,MRPS18C,mitochondrial ribosomal protein S18C,1.10612529252906,4.95291117972742,5.33241843011201,0.000110443823259415,0.00307569942872713,1.32783085405617
ENSG00000173915,84833,ATP5MK,ATP synthase membrane subunit k,1.10136403629243,7.83765291646776,5.99487632402999,3.46460882354434e-05,0.00147017940209612,2.12116326195901
ENSG00000173546,1464,CSPG4,chondroitin sulfate proteoglycan 4,1.09549692526282,4.74665414797941,4.60264553396421,0.000423828283896155,0.00746095095832478,0.0115862045711879
ENSG00000277161,284098,PIGW,phosphatidylinositol glycan anchor biosynthesis class W,1.08196128073377,4.51436638489253,4.62196141286595,0.000408660467983016,0.00727334442188315,0.0514011281223903
ENSG00000204954,728568,C12orf73,chromosome 12 open reading frame 73,1.08144781352615,3.93143917986038,4.83388687596909,0.000274772301149697,0.00550757986684351,0.569175516379159
ENSG00000133119,5983,RFC3,replication factor C subunit 3,1.06479122304274,4.80718616442725,6.54158184810841,1.39317536322959e-05,0.000866842719010609,3.40997058563148
ENSG00000179085,54344,DPM3,"dolichyl-phosphate mannosyltransferase subunit 3, regulatory",1.06441393005955,4.57649449936245,5.2201403721301,0.000135224446031579,0.00350007950688367,1.17951512299373
ENSG00000152422,7518,XRCC4,X-ray repair cross complementing 4,1.06366173609563,7.03897210140705,6.44096540950311,1.64239264323362e-05,0.000939134091210712,2.95876134984042
ENSG00000132563,51308,REEP2,receptor accessory protein 2,1.06271072292972,5.14895673194447,4.94268535841235,0.000224594633812815,0.00490730145017837,0.571985029133447
ENSG00000168280,3800,KIF5C,kinesin family member 5C,1.06259367276592,3.7792661751988,4.48487360554836,0.000529773507075179,0.00866389229369905,-0.0688959704491543
ENSG00000136490,80774,LIMD2,LIM domain containing 2,1.0595857270716,6.32895666639528,6.74310556781838,1.00614745513328e-05,0.000730770647972293,3.56710842967069
ENSG00000172428,150678,COPS9,COP9 signalosome subunit 9,1.05852036544555,6.26637467607839,5.9486991074533,3.74883183181281e-05,0.00155398234673475,2.23072695133744
ENSG00000196923,9260,PDLIM7,PDZ and LIM domain 7,1.05438782508389,7.29764338729181,7.24912053329962,4.55185369657358e-06,0.000451587208416686,4.279008698721
ENSG00000168528,347735,SERINC2,serine incorporator 2,1.04933993862164,4.67680346546434,5.5634334534999,7.32125255777124e-05,0.00237535608639962,1.78290078655784
ENSG00000154079,135154,SDHAF4,succinate dehydrogenase complex assembly factor 4,1.04337031933184,3.94640440011444,4.49818823818832,0.000516537009252813,0.00854664098841211,-0.051246734591059
ENSG00000237765,285550,FAM200B,family with sequence similarity 200 member B,1.03882659284836,5.47989542307512,7.54949514312788,2.88791297571194e-06,0.000350132306265827,4.91235592038282
ENSG00000109846,1410,CRYAB,crystallin alpha B,1.03267804254501,6.27751090394876,5.68559101823255,5.90813263791015e-05,0.00207496680393522,1.73225111270456
ENSG00000125458,30833,NT5C,"5', 3'-nucleotidase, cytosolic",1.02966637642303,5.38877958335327,6.42610504884024,1.68299930804573e-05,0.000955576191628075,3.16455067647051
ENSG00000244026,692099,FAM86DP,"family with sequence similarity 86 member D, pseudogene",1.02267547191619,4.22638538193645,4.46554490571985,0.000549613732287643,0.00891601753836845,-0.129999281911649
ENSG00000167397,79001,VKORC1,vitamin K epoxide reductase complex subunit 1,1.00947822687241,4.21725924726425,4.74761949410038,0.00032274801029516,0.00617356069514763,0.362212040386022
ENSG00000129084,5682,PSMA1,proteasome 20S subunit alpha 1,1.0074372278127,5.96151399786391,5.13110803040859,0.000158959188770725,0.00389451723031051,0.779977988853245
ENSG00000205542,7114,TMSB4X,thymosin beta 4 X-linked,1.00517501420025,8.61818671319958,8.96346509547605,3.93031846017317e-07,9.72675957786605e-05,6.70100229793881
ENSG00000137504,58487,CREBZF,CREB/ATF bZIP transcription factor,1.00277532275948,5.34364622463815,4.89606206992203,0.000244820760863279,0.00513032131702947,0.464502839198148
ENSG00000116918,7257,TSNAX,translin associated factor X,0.999376086082201,6.21828682721993,6.32430924904415,1.99112331884355e-05,0.00103570527472104,2.87176785009897
ENSG00000113369,57561,ARRDC3,arrestin domain containing 3,0.99893089849471,7.27878649816369,7.0868670787968,5.84842869699634e-06,0.000503335457200749,4.0074731240001
ENSG00000071082,6160,RPL31,ribosomal protein L31,0.996200287935158,7.61622489380338,6.32954986651385,1.97389531937489e-05,0.00103006673219806,2.72982976144923
ENSG00000164542,23366,KIAA0895,KIAA0895,0.995111090332071,5.037983886576,4.88851496000668,0.000248268391548085,0.00516415670481346,0.451340916528096
ENSG00000177954,6232,RPS27,ribosomal protein S27,0.982933215921049,6.9221507861224,5.41908329729724,9.45772776096031e-05,0.00281136873840403,1.20682710802867
ENSG00000158411,129531,MITD1,microtubule interacting and trafficking domain containing 1,0.978824930464981,4.49344012601744,5.05952323298026,0.000181167891405138,0.00425163704231926,0.914279598500205
ENSG00000186468,6228,RPS23,ribosomal protein S23,0.974835379140954,5.77004404136934,4.65592876065454,0.000383332516678647,0.00697608407261482,-0.079191088786553
ENSG00000134363,10468,FST,follistatin,0.974652246536938,7.61273076416873,6.09801303460166,2.90830349322774e-05,0.00129906908111627,2.3178144313802
ENSG00000146587,57786,RBAK,RB associated KRAB zinc finger,0.973596553591618,4.90776646723716,4.43412577374808,0.000583512797815535,0.00928839473324334,-0.367608408329964
ENSG00000132432,23480,SEC61G,SEC61 translocon subunit gamma,0.969269793238698,6.71910397626096,5.24363210874033,0.000129598684044883,0.00341337761670534,0.901852330230329
ENSG00000141510,7157,TP53,tumor protein p53,0.96732541479805,4.90778893440532,5.34256496988808,0.000108450835260086,0.0030466371403639,1.33505176339787
ENSG00000170860,27258,LSM3,"LSM3 homolog, U6 small nuclear RNA and mRNA degradation associated",0.966147680721926,6.90845318098397,6.38782230252235,1.79254451328289e-05,0.000987407246080855,2.89664511324698
ENSG00000166963,4130,MAP1A,microtubule associated protein 1A,0.96453985611141,7.38508539943493,6.72422760426848,1.03705200601587e-05,0.000736672405154442,3.40608208566149
ENSG00000115884,6382,SDC1,syndecan 1,0.962264588279893,4.80250898616757,6.08783039077459,2.95880311483625e-05,0.00131342697875324,2.6490747333102
ENSG00000171159,79095,BBLN,bublin coiled coil protein,0.961559413338322,6.13513543735986,4.9318148183545,0.000229150164808657,0.00495753082405545,0.411916860158794
ENSG00000155657,7273,TTN,titin,0.961105333760879,6.60981014863517,5.27698029004768,0.000122027548156191,0.0032849652988624,0.944757160538407
ENSG00000109475,6164,RPL34,ribosomal protein L34,0.960764455867876,7.04522955670151,4.93387163468302,0.000228280918767916,0.00495753082405545,0.279521645058312
ENSG00000205155,55851,PSENEN,"presenilin enhancer, gamma-secretase subunit",0.958710973518319,5.40546735282383,4.99976990864509,0.000202167338692851,0.00459147653017215,0.631872970291121
ENSG00000125611,84269,CHCHD5,coiled-coil-helix-coiled-coil-helix domain containing 5,0.956404390365628,5.52560083918824,6.65145320115576,1.165862031112e-05,0.000783313552153377,3.50744763995856
ENSG00000132478,85451,UNK,unk zinc finger,0.955737708962001,5.08778935762062,5.94709133682388,3.75915717711252e-05,0.00155426690976768,2.37472028716023
ENSG00000126653,84081,NSRP1,nuclear speckle splicing regulatory protein 1,0.955521354540237,5.36796301343697,6.77241122239571,9.60078156629884e-06,0.000720058617472413,3.73007123362743
ENSG00000203875,387066,SNHG5,small nucleolar RNA host gene 5,0.949008850841786,4.17708639856187,4.88796834985038,0.000248520037391333,0.00516415670481346,0.646373144568154
ENSG00000159840,7791,ZYX,zyxin,0.942698221280279,6.78916660427348,6.70169171085396,1.07525819163716e-05,0.000757141412233592,3.43420970638479
ENSG00000079257,56925,LXN,latexin,0.938562547586012,4.00599521555646,4.47484772603361,0.000539970891537303,0.00878610557622504,-0.127042308966714
ENSG00000164405,27089,UQCRQ,ubiquinol-cytochrome c reductase complex III subunit VII,0.937678022186148,8.2841195790999,5.35754928547194,0.000105575874962666,0.00299445977650134,0.933273374208218
ENSG00000224877,284184,NDUFAF8,NADH:ubiquinone oxidoreductase complex assembly factor 8,0.936789211754267,6.5721664680711,5.35512076930966,0.000106036374101226,0.00299445977650134,1.12128616193624
ENSG00000173221,2745,GLRX,glutaredoxin,0.936082673569802,6.09370103939962,7.52765504707804,2.98389143593629e-06,0.000356409254847946,4.81846667678644
ENSG00000197857,51710,ZNF44,zinc finger protein 44,0.935885019060915,4.88447879601839,5.1374090799285,0.000157144907829801,0.0038686437232909,0.966227938259414
ENSG00000136810,7295,TXN,thioredoxin,0.933410128162039,7.75341627508525,7.1432060601213,5.35887065662322e-06,0.000485459490663199,4.07207953685682
ENSG00000159251,70,ACTC1,actin alpha cardiac muscle 1,0.932386375294488,13.5120782960887,6.16309735039695,2.60615860011393e-05,0.00121107514198378,2.04429935096369
ENSG00000182541,3985,LIMK2,LIM domain kinase 2,0.929691315364391,6.59583518546489,7.16334746347626,5.19450602449749e-06,0.000475917100255807,4.19294602400807
ENSG00000173272,653784,MZT2A,mitotic spindle organizing protein 2A,0.928692241456824,5.86607888604499,4.88284306190763,0.000250892494184795,0.00519098616777244,0.348614302455608
ENSG00000167470,90007,MIDN,midnolin,0.9286921075691,5.82668901706912,5.84553757674388,4.47566718351192e-05,0.00177322194924152,2.09975584853318
ENSG00000244486,91179,SCARF2,scavenger receptor class F member 2,0.92401522271853,5.97398998772396,6.47215288254211,1.56048288461657e-05,0.00090690274015503,3.17310915367401
ENSG00000164292,22836,RHOBTB3,Rho related BTB domain containing 3,0.922346172941458,8.89686960322986,9.85589115194617,1.25032243353269e-07,4.84698203439704e-05,7.85000939590594
ENSG00000135679,4193,MDM2,MDM2 proto-oncogene,0.918177236912299,7.58345135182118,7.12621334992411,5.50180626404402e-06,0.000492870144487277,4.03818719615841
ENSG00000145592,6167,RPL37,ribosomal protein L37,0.913314055880546,6.99731879719534,6.80910038851074,9.05511685404894e-06,0.000695303615578758,3.60122557985637
ENSG00000229117,6171,RPL41,ribosomal protein L41,0.91255963744739,5.9617389885517,6.28072609828847,2.14066378583499e-05,0.00108288731782494,2.84520365832746
ENSG00000133398,84246,MED10,mediator complex subunit 10,0.910654659698938,5.90828283036359,6.13840323892386,2.716725837923e-05,0.00124806849391762,2.61249229413492
