ENSEMBL,ENTREZID,SYMBOL,GENENAME,logFC,AveExpr,t,P.Value,adj.P.Val,B
ENSG00000007944,29116,MYLIP,myosin regulatory light chain interacting protein,-1.72702963991957,4.88566795954553,-8.92733128041164,4.12407460174887e-07,9.86109323395929e-05,6.86642918602289
ENSG00000156587,9246,UBE2L6,ubiquitin conjugating enzyme E2 L6,-1.69668171323692,7.22671870049817,-12.1429694030333,9.25822093058127e-09,1.35717102277839e-05,10.5820958669982
ENSG00000155660,9601,PDIA4,protein disulfide isomerase family A member 4,-1.66187512059038,9.57616397204955,-14.9376042691407,6.39879315418944e-10,3.43935132037682e-06,13.2178272898001
ENSG00000132561,4147,MATN2,matrilin 2,-1.66165750496763,6.77298248129073,-12.9634284171853,4.01559662099362e-09,9.25021364478888e-06,11.4220641274703
ENSG00000186480,3638,INSIG1,insulin induced gene 1,-1.61770513613326,4.80648447639062,-9.48029761100167,2.00480465749752e-07,5.98656946336063e-05,7.56434867879251
ENSG00000116133,1718,DHCR24,24-dehydrocholesterol reductase,-1.60997459983528,6.59976185957594,-9.27729219827523,2.60293372962584e-07,6.99538439836945e-05,7.22218988072165
ENSG00000135447,5502,PPP1R1A,protein phosphatase 1 regulatory inhibitor subunit 1A,-1.60585422857278,6.01275891508049,-10.1137967915647,9.11306649765878e-08,4.70584753147089e-05,8.32482893180245
ENSG00000044574,3309,HSPA5,heat shock protein family A (Hsp70) member 5,-1.55682581109036,11.2379236303426,-16.3707162046637,1.92198168349868e-10,1.54959773232081e-06,14.4044202205149
ENSG00000172348,10231,RCAN2,regulator of calcineurin 2,-1.5288472198512,5.54938853009072,-10.0026583715692,1.0435646658213e-07,4.70584753147089e-05,8.20901191821424
ENSG00000109062,9368,SLC9A3R1,SLC9A3 regulator 1,-1.52453516968709,6.5914885845049,-10.695556957449,4.56673331597462e-08,3.72699862690015e-05,9.00249603638878
ENSG00000146374,84870,RSPO3,R-spondin 3,-1.52278884773562,6.45382938146682,-10.183232562525,8.37816235993311e-08,4.70584753147089e-05,8.38829532842727
ENSG00000163050,56997,COQ8A,coenzyme Q8A,-1.48298583078694,5.85921870401929,-10.5049173993349,5.70796137565511e-08,4.00177726880168e-05,8.79384129890114
ENSG00000137726,53826,FXYD6,FXYD domain containing ion transport regulator 6,-1.48210987966646,5.52552998812533,-10.0696586943612,9.61563686726736e-08,4.70584753147089e-05,8.2898241001597
ENSG00000159423,8659,ALDH4A1,aldehyde dehydrogenase 4 family member A1,-1.47983590739569,5.69350557302895,-10.6478608024672,4.82739802258601e-08,3.72699862690015e-05,8.96898660013554
ENSG00000108840,10014,HDAC5,histone deacetylase 5,-1.46789775388051,6.81165918250785,-11.6743018753858,1.52450239155822e-08,2.04855008865636e-05,10.0957302593688
ENSG00000134986,9315,NREP,neuronal regeneration related protein,-1.43618498141855,7.61364544006968,-9.08141415604008,3.36227869351946e-07,8.60583237031766e-05,6.89682681763448
ENSG00000170915,85315,PAQR8,progestin and adipoQ receptor family member 8,-1.42939443324847,5.61913703513438,-9.38124634788688,2.27598370821849e-07,6.22037920254631e-05,7.43487809682329
ENSG00000164211,134429,STARD4,StAR related lipid transfer domain containing 4,-1.4218687663468,5.64393149142221,-9.66929783058763,1.57809462624314e-07,5.41420762727036e-05,7.78969804798378
ENSG00000175274,9537,TP53I11,tumor protein p53 inducible protein 11,-1.39333123182807,8.78907514910772,-13.2365692244448,3.07132559963160e-09,8.25418754900991e-06,11.6441503841958
ENSG00000166033,5654,HTRA1,HtrA serine peptidase 1,-1.34493750850803,7.25353616969008,-10.9494548324656,3.40962741269678e-08,3.66534946864904e-05,9.25721245608079
ENSG00000167191,51704,GPRC5B,G protein-coupled receptor class C group 5 member B,-1.34034318167225,5.69342892277222,-8.88879298227266,4.34193872627045e-07,9.86109323395929e-05,6.789063793824
ENSG00000126226,55795,PCID2,PCI domain containing 2,-1.31293435923033,6.14769497235897,-9.49470204406026,1.96831982085423e-07,5.98656946336063e-05,7.55667952326952
ENSG00000112175,653,BMP5,bone morphogenetic protein 5,-1.28163713107038,7.74107021491154,-10.8249690741302,3.93211652180752e-08,3.72699862690015e-05,9.08229774005047
ENSG00000146530,221806,VWDE,von Willebrand factor D and EGF domains,-1.27229666401117,5.59150689607402,-8.95379889233561,3.98118531559168e-07,9.72675957786605e-05,6.86769408416146
ENSG00000141753,3487,IGFBP4,insulin like growth factor binding protein 4,-1.17684080861035,7.32588623893883,-10.257366634307,7.66260147602738e-08,4.70584753147089e-05,8.43139320048209
ENSG00000127578,117166,WFIKKN1,"WAP, follistatin/kazal, immunoglobulin, kunitz and netrin domain containing 1",-1.13801644954333,6.25302269775262,-9.51482407544705,1.91852918084645e-07,5.94928520022096e-05,7.57508871467885
ENSG00000137198,2766,GMPR,guanosine monophosphate reductase,-1.1250777918988,5.91615480471259,-9.63886854249136,1.63969414541666e-07,5.5083475197591e-05,7.74064754121886
ENSG00000143870,10130,PDIA6,protein disulfide isomerase family A member 6,-1.11960541927312,9.03478253473778,-13.7807770900105,1.82568886636302e-09,5.88784659402074e-06,12.1688444138839
ENSG00000010803,22955,SCMH1,Scm polycomb group protein homolog 1,-1.1011929217778,6.57886311728811,-9.92152649486267,1.15293397248791e-07,4.70584753147089e-05,8.07296342884457
ENSG00000052802,6307,MSMO1,methylsterol monooxygenase 1,-1.04837710291014,7.39141174221037,-9.76196226169403,1.40519143338558e-07,5.04358225552092e-05,7.80394936991602
ENSG00000163377,151647,TAFA4,TAFA chemokine like family member 4,-1.0232738948297,7.12665393210045,-9.74303966311138,1.43878935661372e-07,5.04358225552092e-05,7.80884660370782
ENSG00000171033,5569,PKIA,cAMP-dependent protein kinase inhibitor alpha,-1.01250295332625,7.66889020473543,-9.74632917178309,1.43288792814125e-07,5.04358225552092e-05,7.7679440761474
ENSG00000163430,11167,FSTL1,follistatin like 1,-0.955431084254277,8.91971039548331,-9.91145247930929,1.16734202331061e-07,4.70584753147089e-05,7.90666441409755
ENSG00000145050,7873,MANF,mesencephalic astrocyte derived neurotrophic factor,-0.943327270723078,6.67085538020571,-9.15981146024166,3.03339534256865e-07,7.88927417724509e-05,7.08166469644034
ENSG00000102893,5257,PHKB,phosphorylase kinase regulatory subunit beta,-0.874183183980433,7.6306959547702,-8.90093887062238,4.27198724795971e-07,9.86109323395929e-05,6.64841119767989
ENSG00000113140,6678,SPARC,secreted protein acidic and cysteine rich,-0.860932099025401,10.659418740371,-9.80463184053852,1.33245171951172e-07,4.99669394816895e-05,7.68011289029094
