ENSEMBL,ENTREZID,SYMBOL,GENENAME,logFC,AveExpr,t,P.Value,adj.P.Val,B
ENSG00000135917,80704,SLC19A3,solute carrier family 19 member 3,-5.3669282023861,-2.47881058729614,-4.27044830563016,0.000798338487129081,0.0113905754973339,-2.01883786648064
ENSG00000167617,148170,CDC42EP5,CDC42 effector protein 5,-5.22693953192058,-2.20133553983465,-4.37964916781259,0.000647481079556583,0.00986827259721162,-1.99424243583612
ENSG00000149451,80332,ADAM33,ADAM metallopeptidase domain 33,-5.19498471082205,-2.72196452922188,-4.05586982171551,0.00120883518145851,0.014811905243935,-2.22471637946734
ENSG00000163661,5806,PTX3,pentraxin 3,-5.08660905087194,-2.83405452781292,-4.02525901955344,0.00128296235457317,0.0154418326970141,-2.30341158255853
ENSG00000188517,84570,COL25A1,collagen type XXV alpha 1 chain,-5.07856691406018,-1.03114854240965,-3.17566715580693,0.00683128283985901,0.045256547162172,-2.77726033098927
ENSG00000215475,283514,SIAH3,siah E3 ubiquitin protein ligase family member 3,-5.05103478301643,-3.34410085345884,-4.23967275476961,0.000847061794696815,0.0118463759232317,-2.15243628130959
ENSG00000160219,139716,GAB3,GRB2 associated binding protein 3,-4.98356642965752,-3.07198295550687,-4.10055146700292,0.00110841009484014,0.0140622445155761,-2.26468622761592
ENSG00000179921,151306,GPBAR1,G protein-coupled bile acid receptor 1,-4.98069130774954,-0.521956397920253,-4.08862342058745,0.00113435391054894,0.0142979765621174,-1.4271411173155
ENSG00000204882,2843,GPR20,G protein-coupled receptor 20,-4.95559834122297,-3.57874318224643,-4.29535601794292,0.000761016364171543,0.0110354216477213,-2.13083775982883
ENSG00000104313,2138,EYA1,EYA transcriptional coactivator and phosphatase 1,-4.89323782540892,-3.40764600322503,-4.23485288666006,0.000854964446558146,0.0118745062021965,-2.17510343081216
ENSG00000162745,25903,OLFML2B,olfactomedin like 2B,-4.8406114310083,-1.55321716300338,-2.74326765697863,0.0160018190807275,0.0785536625624045,-3.32258619534504
ENSG00000130812,83854,ANGPTL6,angiopoietin like 6,-4.78702602976017,-3.10904782930107,-3.72312097048437,0.00231703952974599,0.0226163816084467,-2.55982193264897
ENSG00000141338,10351,ABCA8,ATP binding cassette subfamily A member 8,-4.76622284138114,0.135437523021378,-4.68801081276331,0.000360898389692275,0.00669676240942226,-0.35392208053955
ENSG00000081051,174,AFP,alpha fetoprotein,-4.74000056256487,3.94417234103394,-5.65869471501142,6.19269634289261e-05,0.00213543066110383,2.03935660524043
ENSG00000132437,1644,DDC,dopa decarboxylase,-4.7308962301743,-1.64213322221387,-3.03962843553573,0.00893793459470242,0.0540796447341108,-3.07348726456737
ENSG00000105398,6822,SULT2A1,sulfotransferase family 2A member 1,-4.7244005921373,-2.86102260694087,-4.05079787076171,0.0012208080099021,0.0149019902798421,-2.27736975888254
ENSG00000107736,64072,CDH23,cadherin related 23,-4.71552745327608,-1.14653073629649,-3.76514860516622,0.00213338675866608,0.0214469211243707,-2.11226621098409
ENSG00000267131,101927855,LOC101927855,uncharacterized LOC101927855,-4.70765053964114,-1.16000767959165,-4.34618766485836,0.000690308462713206,0.0103066888530097,-1.5931163704917
ENSG00000261175,102724344,LINC02188,long intergenic non-protein coding RNA 2188,-4.68543716036401,-2.84857691189969,-3.30814870322942,0.00525636783013272,0.0379574255534662,-2.89547578659059
ENSG00000112164,2740,GLP1R,glucagon like peptide 1 receptor,-4.62951946075188,-3.28259779588382,-3.77487297788414,0.00209304048758721,0.0211999232803667,-2.48625243220649
ENSG00000182179,7318,UBA7,ubiquitin like modifier activating enzyme 7,-4.60224849533868,-2.01867663586905,-3.3768706614632,0.0045882308652467,0.0350807125187781,-2.75441073619592
ENSG00000069702,7049,TGFBR3,transforming growth factor beta receptor 3,-4.53950223833123,2.03761602657136,-2.89298742447787,0.0119318264859038,0.0651984757997964,-2.66648094167083
ENSG00000018625,477,ATP1A2,ATPase Na+/K+ transporting subunit alpha 2,-4.53525765173715,0.135206830761132,-3.31010665465258,0.00523604598885916,0.0378785291926218,-2.2049347517811
ENSG00000107165,7306,TYRP1,tyrosinase related protein 1,-4.5290469716033,-2.07866915059438,-2.68313477899545,0.0179935312035074,0.0845905803663431,-3.39560699492412
ENSG00000121898,119587,CPXM2,"carboxypeptidase X, M14 family member 2",-4.50540043625851,-0.663288077914698,-3.24081547246779,0.00600536068557238,0.0414184948908702,-2.7191352531026
ENSG00000185915,257240,KLHL34,kelch like family member 34,-4.49146779136918,-1.36999815126971,-3.06233269096898,0.00854617365678146,0.0523782022864314,-3.0373468025402
ENSG00000134962,152831,KLB,klotho beta,-4.48170059177721,-0.105250977801629,-4.04343082015611,0.00123841488064385,0.0150372288782997,-1.39467545088063
ENSG00000250361,2994,GYPB,glycophorin B (MNS blood group),-4.46971178311644,2.394482088662,-8.85947557032099,4.5158403400739e-07,0.000101136007616238,5.9221264166516
ENSG00000144837,51365,PLA1A,phospholipase A1 member A,-4.45144008253175,-2.15327635337055,-3.09480373194314,0.0080152869143779,0.0504357001462783,-3.0367471289768
ENSG00000011465,1634,DCN,decorin,-4.43598325880506,-2.03675476928254,-2.93067488502508,0.0110792257887964,0.0622049149875844,-3.04571167025554
ENSG00000249923,284865,LINC02891,long intergenic non-protein coding RNA 2891,-4.41463581250776,-3.02508381586101,-3.75899242376103,0.00215933588373527,0.0215625117999071,-2.49886970638219
ENSG00000107954,9148,NEURL1,neuralized E3 ubiquitin protein ligase 1,-4.40866480779982,-1.08529226646079,-2.7989866523878,0.0143491741169506,0.0732729008601012,-3.29717956560568
ENSG00000144908,10840,ALDH1L1,aldehyde dehydrogenase 1 family member L1,-4.36560733671198,-0.835356173426936,-3.65324901945031,0.00265856726563235,0.0247228357314427,-2.20804569095951
ENSG00000070601,22844,FRMPD1,FERM and PDZ domain containing 1,-4.35769505639936,-2.00342961729699,-3.32319904204963,0.00510216466954331,0.0373707618800162,-2.80823424377411
ENSG00000007216,9058,SLC13A2,solute carrier family 13 member 2,-4.3517443833308,-1.38111778005451,-3.68087753140308,0.00251781044660817,0.0238817924029168,-2.55053129126862
ENSG00000121297,57616,TSHZ3,teashirt zinc finger homeobox 3,-4.34773586833966,-1.18936815601366,-3.24962167436714,0.00590164495429145,0.0409538936849217,-2.66896830331499
ENSG00000012124,933,CD22,CD22 molecule,-4.34606665657351,-3.25688606285096,-3.79226156844532,0.00202281636371449,0.0207493090743614,-2.48555430230897
ENSG00000166148,552,AVPR1A,arginine vasopressin receptor 1A,-4.30878147044187,-2.52090063559087,-3.10687185486178,0.00782643108019472,0.0498031575249171,-2.93809847041783
ENSG00000132357,84674,CARD6,caspase recruitment domain family member 6,-4.28141893702429,-2.91173840229477,-3.54155535020624,0.00331360732090989,0.0282348966459987,-2.62463886528806
ENSG00000139540,283375,SLC39A5,solute carrier family 39 member 5,-4.26644804383259,-0.147481914000661,-2.88413092859118,0.012141365559172,0.0660414947966996,-2.77875740052586
ENSG00000283654,100128908,LMLN2,leishmanolysin like peptidase 2,-4.18690054558222,-2.33896853232838,-2.97725266171229,0.0101080348320138,0.0585249772589668,-3.10286470419617
ENSG00000164626,8645,KCNK5,potassium two pore domain channel subfamily K member 5,-4.18365773443577,-1.18293259821043,-2.76887424537026,0.0152204497296585,0.0761132515035255,-3.33605959885602
ENSG00000171522,5734,PTGER4,prostaglandin E receptor 4,-4.16971966461034,-1.72894645085227,-3.58320325860468,0.00305217256089143,0.0268794552399641,-2.55990760234252
ENSG00000115353,6869,TACR1,tachykinin receptor 1,-4.14989693221878,-2.16553662320471,-3.08475971531512,0.00817591006725359,0.0510796396104084,-3.03333544681557
ENSG00000156395,22986,SORCS3,sortilin related VPS10 domain containing receptor 3,-4.14279636375024,-3.02585950855126,-3.37724299365531,0.00458485321629974,0.0350807125187781,-2.79107190899067
ENSG00000060709,23504,RIMBP2,RIMS binding protein 2,-4.13494316287339,-2.25322260687301,-2.89560869742014,0.0118704933235346,0.0650016288482512,-3.22508965622039
ENSG00000178773,27132,CPNE7,copine 7,-4.13406126088267,-1.08163962075978,-2.88387226330262,0.0121475394460162,0.0660414947966996,-3.09533903529582
ENSG00000149573,10205,MPZL2,myelin protein zero like 2,-4.12793449996855,-1.5683345773742,-3.05863139641302,0.00860885869939562,0.0527022955686235,-3.07890072331489
ENSG00000174807,57124,CD248,CD248 molecule,-4.12706872075324,0.688314953213229,-3.87612061969335,0.00171630707391972,0.0187376110812157,-1.51587034232138
ENSG00000197249,5265,SERPINA1,serpin family A member 1,-4.11008166510241,1.04119286028701,-3.11881893971879,0.00764382197838465,0.0490855956018868,-2.36256869381139
ENSG00000148123,54886,PLPPR1,phospholipid phosphatase related 1,-4.10791085042297,-1.63384002211468,-3.05720876939802,0.00863307328316126,0.0528094486228052,-2.88871113192665
ENSG00000163288,2560,GABRB1,gamma-aminobutyric acid type A receptor subunit beta1,-4.10291147239492,-2.65537587921637,-2.84292489918567,0.0131647595623168,0.069259950389024,-3.29952674143177
ENSG00000164647,26872,STEAP1,STEAP family member 1,-4.09615603101315,-0.282746857136993,-3.70003344084867,0.00242467048075117,0.0233633237313951,-2.05846922024306
ENSG00000110665,29125,C11orf21,chromosome 11 open reading frame 21,-4.04118165487363,0.799902714786508,-4.26733233163036,0.000803137980751796,0.0114303618178488,-0.77614245284836
ENSG00000167780,8435,SOAT2,sterol O-acyltransferase 2,-4.0394946040329,0.658443779975293,-2.84238486926386,0.0131787183017267,0.069310773847144,-2.81159496180927
ENSG00000127124,59269,HIVEP3,HIVEP zinc finger 3,-4.01553878682333,-0.33971789256613,-3.63479163035855,0.00275701325131043,0.0252396588086965,-2.16335649986426
ENSG00000243955,2938,GSTA1,glutathione S-transferase alpha 1,-4.00305462930679,1.15711817899261,-5.34820769109855,0.00010735873782793,0.00302122102526243,0.940574515591263
ENSG00000142623,29943,PADI1,peptidyl arginine deiminase 1,-3.98780898154539,-2.43984236191248,-2.64375017621952,0.0194264470881046,0.0888404592443809,-3.45857937077234
ENSG00000115896,5334,PLCL1,phospholipase C like 1 (inactive),-3.97235392585601,-0.366713485465691,-3.46026521184694,0.00389077015650163,0.0317022075662399,-2.04912493359364
ENSG00000168830,3354,HTR1E,5-hydroxytryptamine receptor 1E,-3.96003143237355,-3.53385854773736,-3.4877730068894,0.00368492834584266,0.0304078560307944,-2.7737937702339
ENSG00000215162,100996279,LINC00269,long intergenic non-protein coding RNA 269,-3.95926996956533,-2.59397680800658,-3.57686502209421,0.00309057384288062,0.0270698007693916,-2.44501740755092
ENSG00000248746,89,ACTN3,actinin alpha 3,-3.95029834601194,0.926835645875778,-4.73681637838956,0.000329339300993152,0.00624776026884068,0.11557709160675
ENSG00000131620,55107,ANO1,anoctamin 1,-3.93493377451915,-2.33983941894632,-2.78499872121011,0.0147476653402251,0.0744675533768509,-3.25716831444802
ENSG00000164488,168002,DACT2,dishevelled binding antagonist of beta catenin 2,-3.92169886206777,0.108930047442883,-3.45621323127701,0.0039220540171784,0.0318444718162144,-2.21257519545837
ENSG00000188582,344838,PAQR9,progestin and adipoQ receptor family member 9,-3.9137597378762,-2.75123266985021,-3.30071687548489,0.00533422473420143,0.0382796501286151,-2.7665234305603
ENSG00000261949,100507003,GFY,golgi associated olfactory signaling regulator,-3.8938856905541,-1.26403473002057,-2.80679864825958,0.01413122672734,0.072638199228039,-3.15498798663045
ENSG00000146648,1956,EGFR,epidermal growth factor receptor,-3.86117197559876,0.374481088944929,-3.64908566678653,0.00268045805834128,0.02486903693369,-1.98454527135971
ENSG00000197943,5336,PLCG2,phospholipase C gamma 2,-3.85635655880431,1.40352751402948,-4.16644058264123,0.000975649803147557,0.0129484387454768,-0.633597759101863
ENSG00000166501,5579,PRKCB,protein kinase C beta,-3.85062029400452,-0.524666826870728,-3.54196368134158,0.00331093744216194,0.0282331392146279,-2.16401397402127
ENSG00000157404,3815,KIT,"KIT proto-oncogene, receptor tyrosine kinase",-3.8295983606505,0.48968364305487,-3.4717923920363,0.00380313916675706,0.0312248569572086,-1.85521452258924
ENSG00000163762,116441,TM4SF18,transmembrane 4 L six family member 18,-3.8166482457134,-1.22550898253683,-2.9109346023408,0.0115180495914776,0.0637804085379725,-3.07251338750077
ENSG00000130226,1804,DPP6,dipeptidyl peptidase like 6,-3.81319435380541,-2.70994616720085,-2.63335641987272,0.0198226800917922,0.0900173105138977,-3.48022271010679
ENSG00000185352,266722,HS6ST3,heparan sulfate 6-O-sulfotransferase 3,-3.80887257058576,-2.25801863076984,-2.87930716644869,0.0122570091898681,0.0663681239713306,-3.28525813995102
ENSG00000188488,5104,SERPINA5,serpin family A member 5,-3.80862515378636,-0.508068602056271,-3.60284617943185,0.00293619633607433,0.0262905454101756,-2.10561200915489
ENSG00000136689,3557,IL1RN,interleukin 1 receptor antagonist,-3.80507612057328,-2.2832366832002,-3.13808129321428,0.00735827316765719,0.0477517070529849,-3.11459158296589
ENSG00000128573,93986,FOXP2,forkhead box P2,-3.78257586844887,-1.12740789706288,-3.31798515591309,0.00515506570474861,0.0375453633645309,-2.61857985462255
ENSG00000146122,23500,DAAM2,dishevelled associated activator of morphogenesis 2,-3.78020973482925,-0.261973660296082,-4.93173008291001,0.000229186049003129,0.00495753082405545,-0.298117771531805
ENSG00000251364,100506258,LOC100506258,uncharacterized LOC100506258,-3.75907346512392,-0.338274201321302,-3.31214035591591,0.00521502117967925,0.0377772760657358,-2.41698139006718
ENSG00000151090,7068,THRB,thyroid hormone receptor beta,-3.75194917484553,-1.52718246339304,-2.81247991248572,0.0139747622428873,0.0721790650757715,-3.14200304077169
ENSG00000221986,343263,MYBPHL,myosin binding protein H like,-3.75049726875115,0.751294461310828,-3.36942293024847,0.00465632051013648,0.0353498908785079,-2.06997590943162
ENSG00000050555,10319,LAMC3,laminin subunit gamma 3,-3.74987465490183,1.11400436065235,-5.06120525762849,0.000180610659681986,0.00425163704231926,0.645283176040603
ENSG00000174827,5174,PDZK1,PDZ domain containing 1,-3.7485104897308,0.878337956098084,-5.41852677709854,9.46712077490475e-05,0.00281136873840403,0.767177385723219
ENSG00000107859,5309,PITX3,paired like homeodomain 3,-3.74744308618703,-2.92220553031332,-3.0830145856477,0.00820414182570033,0.0511767067463899,-3.01543783298647
ENSG00000144810,1295,COL8A1,collagen type VIII alpha 1 chain,-3.73969857750213,-0.660560914384934,-2.60616697301997,0.0208965568153989,0.0931850051571647,-3.28095870745
ENSG00000185052,57419,SLC24A3,solute carrier family 24 member 3,-3.73708884148363,-1.84627151831902,-2.59753027351665,0.0212492924556225,0.0941299879332321,-3.49620675825909
ENSG00000134627,143689,PIWIL4,piwi like RNA-mediated gene silencing 4,-3.7085393256566,-1.52139789142382,-2.81824924648939,0.0138176077122087,0.0715966980589221,-3.28734470443358
ENSG00000165474,2706,GJB2,gap junction protein beta 2,-3.68969275819013,-1.11725067823844,-3.26890037865889,0.0056807909694381,0.0398312411495816,-2.55899507089634
ENSG00000105246,10148,EBI3,Epstein-Barr virus induced 3,-3.68446462613157,-1.89214276587639,-3.05612164007893,0.00865162281858383,0.0528837823918364,-3.11850043215902
ENSG00000275896,5645,PRSS2,serine protease 2,-3.62946586227048,0.693639073233861,-3.19172590195899,0.00661774153949202,0.0441502202417496,-2.37125078648674
ENSG00000162460,388595,TMEM82,transmembrane protein 82,-3.61229265316523,-1.80821908608549,-2.77155027155363,0.0151409744308871,0.0758224263037434,-3.36292417773304
ENSG00000198121,1902,LPAR1,lysophosphatidic acid receptor 1,-3.59377105355716,-0.886034813591248,-2.85118454984107,0.0129530610654153,0.0684443980223478,-2.96492403360631
ENSG00000153029,3140,MR1,"major histocompatibility complex, class I-related",-3.58407785083316,-0.548131508731118,-3.35374332382472,0.00480299944032651,0.0359890176464986,-2.44992446306252
ENSG00000134240,3158,HMGCS2,3-hydroxy-3-methylglutaryl-CoA synthase 2,-3.56804908231235,2.16182199688689,-5.67533483750084,6.01499648923491e-05,0.0021039439997595,1.91594280613262
ENSG00000145692,635,BHMT,betaine--homocysteine S-methyltransferase,-3.56432806607986,-2.9745522490289,-3.03277598487763,0.00905962898212352,0.054399892808408,-3.13850059312717
ENSG00000178882,144347,RFLNA,refilin A,-3.54659801889714,-0.332544999459872,-3.1674089392909,0.00694375397067728,0.0456892905716626,-2.40043404323792
ENSG00000173208,225,ABCD2,ATP binding cassette subfamily D member 2,-3.53129203855826,-0.691222767689611,-3.17954805505935,0.00677905599179745,0.0449474826758774,-2.4492724680902
ENSG00000095370,10044,SH2D3C,SH2 domain containing 3C,-3.52980731446903,0.0148794149902227,-4.13008572035292,0.00104675298408245,0.0136010409897901,-1.16423382997537
ENSG00000143127,8515,ITGA10,integrin subunit alpha 10,-3.52854408116167,-1.6300738055156,-2.96006527623784,0.0104562223234736,0.0598957673058657,-2.98616439878403
ENSG00000211452,1733,DIO1,iodothyronine deiodinase 1,-3.51956994669589,-0.695215015135124,-3.38472825741216,0.00451747660855208,0.0348204160195518,-2.11261283510754
ENSG00000265107,2702,GJA5,gap junction protein alpha 5,-3.51934974628726,2.73854547550707,-12.7603276384843,4.91692394198263e-09,9.91067482055873e-06,10.273483533093
ENSG00000144891,185,AGTR1,angiotensin II receptor type 1,-3.46192072128295,-0.986939317337141,-2.86660336015759,0.0125667676169752,0.0672772668737466,-2.90327421066818
ENSG00000171551,9427,ECEL1,endothelin converting enzyme like 1,-3.45567902037762,0.489906526641812,-3.85854394388652,0.0017763790598273,0.0190579589751931,-1.33383858068714
ENSG00000015413,1800,DPEP1,dipeptidase 1,-3.42233452406666,0.508711550713049,-3.37541989385906,0.00460141547938459,0.0351149193587679,-2.05177394026343
ENSG00000175264,8534,CHST1,carbohydrate sulfotransferase 1,-3.36705154711442,-1.16129383929618,-2.57536676726347,0.0221809956904604,0.0967979852526856,-3.44121280855615
ENSG00000112149,9308,CD83,CD83 molecule,-3.35839293868289,1.65774110876344,-5.41459483880073,9.53376224805808e-05,0.00281560286172045,1.16620753510603
ENSG00000123360,5153,PDE1B,phosphodiesterase 1B,-3.35375681099737,-0.334358448828018,-2.88213399610582,0.012189108913236,0.0661114635808713,-2.77875874781188
ENSG00000168675,753,LDLRAD4,low density lipoprotein receptor class A domain containing 4,-3.34014056935435,-1.40457768126175,-3.26162842661228,0.00576311054370631,0.0402469283314267,-2.55538709525658
ENSG00000178343,152573,SHISA3,shisa family member 3,-3.3290603213773,0.691552248295352,-3.90591000810116,0.00161917695427892,0.0180561745420108,-1.16432928562411
ENSG00000184408,3751,KCND2,potassium voltage-gated channel subfamily D member 2,-3.32386349390774,-2.58740710599819,-2.86808340349555,0.0125302877211328,0.067238232779789,-3.21249009701565
ENSG00000235770,646324,LINC00607,long intergenic non-protein coding RNA 607,-3.32319900747286,-1.67768100021166,-2.56031063169912,0.0228362707941603,0.0985112002557074,-3.4303442934789
ENSG00000167711,5345,SERPINF2,serpin family F member 2,-3.30735877873989,1.10000865528297,-5.04637571137661,0.000185585487432523,0.00430585033791286,0.732902953592578
ENSG00000179242,1002,CDH4,cadherin 4,-3.27942697792045,0.347916843379634,-5.91920313288637,3.94307827158876e-05,0.00161360452492711,1.95294056194985
ENSG00000165905,120071,LARGE2,LARGE xylosyl- and glucuronyltransferase 2,-3.2734563100095,-2.24084991916585,-2.63829642934555,0.0196333895384147,0.0894064971214169,-3.36301629618871
ENSG00000134115,27255,CNTN6,contactin 6,-3.27035835945894,-0.373754686388799,-2.65239354192431,0.0191027969845613,0.0878586997649886,-3.11059410095915
ENSG00000185559,8788,DLK1,delta like non-canonical Notch ligand 1,-3.26772867265205,3.5181398482748,-6.94975932830053,7.24761131647989e-06,0.000578553131080388,4.05623538147353
ENSG00000260917,103344931,LOC103344931,uncharacterized LOC103344931,-3.25280140730156,-0.815006060767482,-2.65179874192529,0.0191249007348586,0.0879102121863155,-3.35668397025668
ENSG00000154783,152273,FGD5,"FYVE, RhoGEF and PH domain containing 5",-3.20869687491833,-0.205430223950233,-2.59642442343663,0.0212948703574176,0.0941798641013052,-3.32112276057429
ENSG00000157064,23057,NMNAT2,nicotinamide nucleotide adenylyltransferase 2,-3.20756550648868,-1.95769219592404,-2.57675501789885,0.0221214974555046,0.0966691453848269,-3.34212045649773
ENSG00000167434,762,CA4,carbonic anhydrase 4,-3.20414218444984,0.219249181667967,-4.22001517275548,0.000879770459549992,0.0120999394039199,-0.649399865944629
ENSG00000143768,7044,LEFTY2,left-right determination factor 2,-3.19506253700206,0.945857296103903,-4.4595410842894,0.000555931015660371,0.00894649463824699,-0.177475487167439
ENSG00000171557,2266,FGG,fibrinogen gamma chain,-3.19121428948834,3.05510911665079,-4.41835434070563,0.000601333441223687,0.00941975397717057,-0.0828355525676789
ENSG00000106927,259,AMBP,alpha-1-microglobulin/bikunin precursor,-3.18834060465408,-0.417494855631654,-4.2255436045778,0.000870442744743911,0.0120067487245471,-0.765302745849518
ENSG00000169418,4881,NPR1,natriuretic peptide receptor 1,-3.14466472568091,0.751132984294001,-2.70264322267309,0.0173223089507257,0.0826397135593051,-2.96323180535003
ENSG00000075461,27092,CACNG4,calcium voltage-gated channel auxiliary subunit gamma 4,-3.12780124659136,-0.331924713333641,-3.35198076089165,0.00481977477450258,0.0360808311055855,-2.39025577764258
ENSG00000129538,6035,RNASE1,"ribonuclease A family member 1, pancreatic",-3.12511129647748,1.76242294211222,-7.21991517078738,4.76070137584851e-06,0.000461644300162546,3.81600089363615
ENSG00000100276,10633,RASL10A,RAS like family 10 member A,-3.11961611658957,-0.477514970192067,-3.04314140087545,0.00887617576053559,0.0538147058513701,-2.62534622923774
ENSG00000114654,79825,EFCC1,EF-hand and coiled-coil domain containing 1,-3.08777678587957,-0.490625762400686,-2.87237532037166,0.0124250879738603,0.0668963417624364,-2.81299655870782
ENSG00000204128,257407,C2orf72,chromosome 2 open reading frame 72,-3.08500690045516,1.24659827272392,-6.20909954866907,2.41258760212475e-05,0.00115439095205524,2.21096515366553
ENSG00000169436,169044,COL22A1,collagen type XXII alpha 1 chain,-3.07200845702067,3.23220769544663,-10.7305522179189,4.38502715318583e-08,3.72699862690015e-05,8.50162332898869
ENSG00000106804,727,C5,complement C5,-3.04256353265515,0.110354865424532,-3.58473287378703,0.00304297752567695,0.026827781630148,-1.76842904129593
ENSG00000137868,64220,STRA6,signaling receptor and transporter of retinol STRA6,-3.04196936786608,3.56435441748954,-10.5391497145521,5.4825565697662e-08,4.00177726880168e-05,8.54894584432016
ENSG00000171564,2244,FGB,fibrinogen beta chain,-3.02162518069809,6.1723303463004,-7.79719537624186,2.00155030297489e-06,0.000293409078504274,5.23372854668415
ENSG00000165092,216,ALDH1A1,aldehyde dehydrogenase 1 family member A1,-3.01774760384709,3.37061070561987,-6.87574723717934,8.14578022222053e-06,0.000640735151625883,3.94292393725562
ENSG00000183044,18,ABAT,4-aminobutyrate aminotransferase,-3.01694265488952,2.9243119300429,-9.42085891578239,2.16313010575107e-07,6.18762359735243e-05,6.9532352989392
ENSG00000130829,1852,DUSP9,dual specificity phosphatase 9,-3.01256459190814,2.13073669430505,-5.7586224182978,5.20231926654436e-05,0.00193735330653644,2.00262099575122
ENSG00000161905,246,ALOX15,arachidonate 15-lipoxygenase,-3.00845367455706,-0.560808088493507,-3.30241468644049,0.00531633713850833,0.038253429878825,-2.29087744078505
ENSG00000262655,10418,SPON1,spondin 1,-3.00628308428109,2.89397449737423,-10.2294413901637,7.92420084614881e-08,4.70584753147089e-05,7.92362910116679
ENSG00000112936,730,C7,complement C7,-2.995656555191,1.36842645107151,-4.19849252597987,0.000917071213434212,0.0124476206368911,-0.454930354681481
ENSG00000243232,56134,PCDHAC2,"protocadherin alpha subfamily C, 2",-2.99345313459772,2.28784018024497,-6.64045656431178,1.18674535691669e-05,0.000794036053123716,3.28078330224225
ENSG00000128285,2847,MCHR1,melanin concentrating hormone receptor 1,-2.98922737218622,0.075114071428802,-2.61529822152283,0.0205297798343584,0.0920329996744591,-3.21724192547581
ENSG00000241644,11185,INMT,indolethylamine N-methyltransferase,-2.90371771403299,-0.832299039238849,-2.95246063087894,0.0106140297063429,0.060456103502218,-2.84200239450566
ENSG00000120057,6425,SFRP5,secreted frizzled related protein 5,-2.89381164148491,3.19033252644102,-11.127759235417,2.78612953516979e-08,3.20902419675807e-05,8.88201699472801
ENSG00000099958,91319,DERL3,derlin 3,-2.88842897307069,3.10273347402477,-8.68524903454644,5.71397171776437e-07,0.00011912791260094,6.34611529158852
ENSG00000274750,8353,H3C6,H3 clustered histone 6,-2.86577628243997,2.09332034619094,-6.80330519747284,9.13908728440348e-06,0.000698425509293868,3.42307801013938
ENSG00000148584,29974,A1CF,APOBEC1 complementation factor,-2.86183312950771,-1.68885880483184,-2.74032225143132,0.0160941667528133,0.0788809844647766,-3.12101691300998
ENSG00000104833,10382,TUBB4A,tubulin beta 4A class IVa,-2.85910402579902,1.23689457543381,-5.51322732130358,8.00058606758261e-05,0.00251480410019044,1.56786125910506
ENSG00000106689,9355,LHX2,LIM homeobox 2,-2.85036518500303,0.122468511900117,-3.58022811635977,0.00307013759454521,0.0270001267146766,-1.65626768069713
ENSG00000146147,90523,MLIP,muscular LMNA interacting protein,-2.8477971566941,0.254740637748967,-4.23983794237573,0.000846792285228474,0.0118463759232317,-0.741736333874153
ENSG00000164318,133584,EGFLAM,"EGF like, fibronectin type III and laminin G domains",-2.84370031677203,1.39344725004119,-4.78689514620842,0.000299912741059355,0.0058833247561826,0.355274475584463
