ENSEMBL,ENTREZID,SYMBOL,GENENAME,logFC,AveExpr,t,P.Value,adj.P.Val,B
ENSG00000164292,22836,RHOBTB3,Rho related BTB domain containing 3,0.922346172941458,8.89686960322986,9.85589115194617,1.25032243353269e-07,4.84698203439704e-05,7.85000939590594
ENSG00000135679,4193,MDM2,MDM2 proto-oncogene,0.918177236912299,7.58345135182118,7.12621334992411,5.50180626404402e-06,0.000492870144487277,4.03818719615841
ENSG00000145592,6167,RPL37,ribosomal protein L37,0.913314055880546,6.99731879719534,6.80910038851074,9.05511685404894e-06,0.000695303615578758,3.60122557985637
ENSG00000177383,64110,MAGEF1,MAGE family member F1,0.908747614752161,7.28939584214229,7.34323566418716,3.94214008881675e-06,0.000424018334406742,4.41000534482869
ENSG00000231500,6222,RPS18,ribosomal protein S18,0.900485471579752,8.2472585867991,8.0922748908347,1.30610012988609e-06,0.000216832699117411,5.47979439642033
ENSG00000142937,6202,RPS8,ribosomal protein S8,0.882626761466719,7.5275830218002,7.60369825654162,2.6635329536243e-06,0.000334742925377831,4.79751567997163
ENSG00000115977,22848,AAK1,AP2 associated kinase 1,0.851837364381034,5.85213783212683,6.57316752404016,1.32340745189032e-05,0.000853597806469254,3.33034122068745
ENSG00000070087,5217,PFN2,profilin 2,0.837619310933059,7.67033921254651,8.91887171576891,4.17088438181945e-07,9.86109323395929e-05,6.69031990041216
ENSG00000099899,27037,TRMT2A,tRNA methyltransferase 2 homolog A,0.824517403313133,5.89303899425059,6.36600020336615,1.85831724778308e-05,0.000998845520683405,2.97976006069909
ENSG00000111057,3875,KRT18,keratin 18,0.800030704620058,9.95933544305187,7.39650268332724,3.63582831086118e-06,0.000397821167257132,4.29302305598204
ENSG00000106245,8896,BUD31,BUD31 homolog,0.796820965173458,6.1219606685194,6.62199614356371,1.22269259679258e-05,0.000810973635057305,3.3924494888499
ENSG00000182899,6165,RPL35A,ribosomal protein L35a,0.791575454038807,7.90902312991283,6.53959125485646,1.39769988801711e-05,0.000866842719010609,3.05530808997481
ENSG00000051620,23593,HEBP2,heme binding protein 2,0.790357323525061,6.09332496561236,6.70661602982666,1.06678507270619e-05,0.000754469706025759,3.52393155094243
ENSG00000110002,4013,VWA5A,von Willebrand factor A domain containing 5A,0.782634040849467,6.6754824842938,6.46490580051429,1.57912556349166e-05,0.000912666656319104,3.04947770478534
ENSG00000107175,10488,CREB3,cAMP responsive element binding protein 3,0.775485630789844,7.6409609059435,7.05725368100443,6.12446292880012e-06,0.000514359191285948,3.92628386943329
ENSG00000266472,54460,MRPS21,mitochondrial ribosomal protein S21,0.755950021893255,6.98317059029701,6.47495086065333,1.55334728408003e-05,0.00090690274015503,3.0348952655052
ENSG00000120699,11340,EXOSC8,exosome component 8,0.743981583632243,6.66421135283351,6.39738959197569,1.76448376191345e-05,0.000987407246080855,2.93544697534612
ENSG00000168701,29100,TMEM208,transmembrane protein 208,0.706007725794901,6.80789046844758,6.3838798472023,1.80424373790267e-05,0.000987407246080855,2.90689115947768
ENSG00000140105,7453,WARS1,tryptophanyl-tRNA synthetase 1,0.696910982500915,8.15397122285332,6.74536558414626,1.00251316327359e-05,0.000730770647972293,3.36536064491775
ENSG00000143947,6233,RPS27A,ribosomal protein S27a,0.695516142451191,8.30179086383545,6.38314962599295,1.80641945794637e-05,0.000987407246080855,2.75622099662227
ENSG00000128524,9296,ATP6V1F,ATPase H+ transporting V1 subunit F,0.679876944692247,8.0269542498998,6.81149396316453,9.02067218260292e-06,0.000695303615578758,3.49248304305575
ENSG00000169567,3094,HINT1,histidine triad nucleotide binding protein 1,0.677541675103715,8.3870548976473,7.28455979558561,4.31133486551927e-06,0.000440001738648723,4.22884655284991
ENSG00000074842,56005,MYDGF,myeloid derived growth factor,0.674991554932436,7.87502738683634,6.57346577503438,1.3227664541599e-05,0.000853597806469254,3.11313601021203
ENSG00000108828,10493,VAT1,vesicle amine transport 1,0.622428934812174,8.89135675660554,7.56774617587173,2.81020915068293e-06,0.000345913149272994,4.6328367676747
ENSG00000092841,4637,MYL6,myosin light chain 6,0.614696181806712,11.1845638610406,6.37289458066279,1.83726759780283e-05,0.000994745936281942,2.52859924764495
ENSG00000109971,3312,HSPA8,heat shock protein family A (Hsp70) member 8,0.60832436004713,10.3838520454844,7.32404827378627,4.05905279778269e-06,0.000426385733715803,4.14942810723825
ENSG00000135047,1514,CTSL,cathepsin L,0.586764969734207,8.10047202646148,6.37253732516139,1.8383521799195e-05,0.000994745936281942,2.74864600576566
ENSG00000117410,533,ATP6V0B,ATPase H+ transporting V0 subunit b,0.547131279776247,9.10335101772788,6.51752246813884,1.44890914218914e-05,0.00087494364773443,2.91437846725753
